COL1 TIME FRAME ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	 LACC_X LACC_Y	LACC_Z	 QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 -0.129 -8.428 5.153 0.012 0.007 0.007 -145.555 4043.766 860.739 0.222 0.019 -0.121 -0.49 -0.01 0 0.87
1 0.01 1 0.024 -8.394 5.148 -0.030 0.005 0.001 -85.594 3998.795 770.798 0.068 -0.013 -0.112 -0.49 -0.01 0 0.87
1 0.02 2 0.101 -8.572 5.153 -0.098 0.004 -0.002 19.337 4103.727 695.847 -0.011 0.163 -0.120 -0.49 -0.01 0 0.87
1 0.03 3 0.038 -8.495 5.042 -0.104 0.002 0.001 49.318 4133.707 830.759 0.052 0.083 -0.016 -0.49 -0.01 0 0.87
1 0.04 4 0.225 -8.490 4.985 -0.137 0.001 0.001 49.318 4133.707 830.759 -0.135 0.073 0.034 -0.49 -0.01 0 0.87
1 0.05 5 0.081 -8.648 5.071 -0.118 0.001 -0.005 4.347 4133.707 830.759 0.010 0.226 -0.061 -0.49 -0.01 0 0.87
1 0.06 6 0.230 -8.639 5.066 -0.088 -0.005 -0.014 4.347 4133.707 830.759 -0.138 0.213 -0.063 -0.49 -0.01 -0 0.87
1 0.07 7 0.215 -8.787 5.071 -0.013 -0.010 -0.017 49.318 4133.707 830.759 -0.121 0.359 -0.072 -0.49 -0.01 -0 0.87
1 0.08 8 0.110 -8.734 5.095 0.034 -0.013 -0.007 94.289 4178.828 845.749 -0.013 0.305 -0.097 -0.49 -0.01 -0 0.87
1 0.09 9 0.182 -8.672 5.018 0.092 -0.022 -0.001 94.289 4178.828 845.749 -0.083 0.244 -0.018 -0.49 -0.01 -0 0.87
1 0.10 10 -0.014 -8.653 5.129 0.116 -0.027 -0.003 -25.483 4208.808 755.808 0.117 0.234 -0.114 -0.49 -0.01 -0 0.87
1 0.11 11 -0.005 -8.524 5.042 0.110 -0.024 0.010 -25.483 4208.808 755.808 0.109 0.111 -0.018 -0.49 -0.01 -0 0.87
1 0.12 12 -0.115 -8.418 5.057 0.100 -0.018 0.003 -25.483 4133.707 860.739 0.219 0.011 -0.023 -0.49 -0.01 -0 0.87
1 0.13 13 -0.062 -8.342 4.951 0.061 -0.015 0.010 -25.483 4133.707 860.739 0.167 -0.061 0.090 -0.49 -0.01 -0 0.87
1 0.14 14 -0.134 -8.279 5.042 0.007 -0.015 0.022 -25.483 4208.808 680.856 0.238 -0.121 0.004 -0.49 -0.01 -0 0.87
1 0.15 15 -0.057 -8.323 5.033 -0.075 -0.015 0.014 214.360 4148.697 770.798 0.160 -0.077 0.015 -0.49 -0.01 -0 0.87
1 0.16 16 0.053 -8.418 4.985 -0.123 -0.007 0.025 214.360 4148.697 770.798 0.048 0.017 0.059 -0.49 -0.01 0 0.87
1 0.17 17 0.239 -8.619 5.071 -0.121 -0.006 0.030 4.347 4043.766 785.788 -0.142 0.208 -0.043 -0.49 -0.01 0 0.87
1 0.18 18 0.206 -8.940 5.196 -0.089 -0.010 0.028 4.347 4043.766 785.788 -0.110 0.525 -0.175 -0.49 -0.01 0 0.87
1 0.19 19 0.335 -8.677 5.277 -0.040 0.001 0.028 -25.483 4013.785 680.856 -0.240 0.258 -0.262 -0.49 -0.01 0 0.87
1 0.20 20 0.359 -8.686 5.411 -0.029 0.003 0.034 -25.483 4013.785 680.856 -0.265 0.267 -0.397 -0.49 -0.01 0 0.87
1 0.21 21 0.287 -8.667 5.320 -0.001 0.014 0.031 -25.483 4208.808 890.870 -0.193 0.248 -0.306 -0.49 -0.01 0 0.87
1 0.22 22 0.187 -8.418 5.191 0.022 0.016 0.013 -25.483 4133.707 785.788 -0.094 0.000 -0.174 -0.49 -0.01 -0 0.87
1 0.23 23 0.230 -8.390 5.119 0.035 0.013 0.010 -25.483 4133.707 785.788 -0.137 -0.026 -0.099 -0.49 -0.01 -0 0.87
1 0.24 24 0.081 -8.318 4.947 0.047 0.004 0.001 -55.464 4028.775 875.729 0.011 -0.092 0.084 -0.49 -0.01 -0 0.87
1 0.25 25 -0.081 -8.323 4.927 0.044 -0.010 -0.010 -55.464 4028.775 875.729 0.175 -0.085 0.107 -0.49 -0.01 -0 0.87
1 0.26 26 -0.192 -8.356 4.918 0.010 -0.036 -0.013 94.289 4028.775 770.798 0.286 -0.049 0.120 -0.49 -0.01 -0 0.87
1 0.27 27 -0.182 -8.528 4.779 -0.022 -0.061 -0.020 94.289 4028.775 770.798 0.278 0.124 0.260 -0.49 -0.01 -0 0.87
1 0.28 28 -0.215 -8.667 4.875 -0.052 -0.078 -0.013 19.337 4073.746 725.827 0.314 0.261 0.162 -0.49 -0.01 -0 0.87
1 0.29 29 -0.129 -8.691 5.066 -0.071 -0.092 0.004 94.289 4073.746 800.778 0.231 0.282 -0.035 -0.49 -0.01 -0 0.87
1 0.30 30 -0.029 -8.945 5.095 -0.070 -0.085 0.016 94.289 4073.746 800.778 0.133 0.533 -0.068 -0.49 -0.01 -0 0.87
1 0.31 31 0.072 -8.907 5.253 -0.068 -0.055 0.023 -70.454 4163.837 785.788 0.035 0.492 -0.231 -0.49 -0.01 0 0.87
1 0.32 32 0.139 -8.787 5.191 -0.059 -0.024 0.047 19.337 4223.798 845.749 -0.032 0.367 -0.177 -0.49 -0.01 0 0.87
1 0.33 33 0.144 -8.639 5.129 -0.051 -0.010 0.056 -70.454 4043.766 755.808 -0.040 0.217 -0.118 -0.49 -0.01 0 0.87
1 0.34 34 0.168 -8.548 5.057 -0.042 0.002 0.048 -70.454 4043.766 755.808 -0.067 0.125 -0.048 -0.49 -0.01 0 0.87
1 0.35 35 0.225 -8.466 4.980 -0.014 -0.006 0.061 -100.584 4208.808 785.788 -0.127 0.042 0.026 -0.49 -0.01 0 0.87
1 0.36 36 0.268 -8.595 4.990 0.020 -0.026 0.051 64.308 4028.775 770.798 -0.173 0.171 0.017 -0.49 -0.01 0 0.87
1 0.37 37 0.354 -8.586 4.971 0.049 -0.036 0.039 64.308 4028.775 770.798 -0.262 0.162 0.037 -0.49 -0.01 0 0.87
1 0.38 38 0.220 -8.528 5.057 0.059 -0.044 0.029 -10.493 4103.727 725.827 -0.128 0.107 -0.045 -0.49 -0.01 0 0.87
1 0.39 39 0.287 -8.691 5.200 0.039 -0.034 0.018 49.318 4163.837 785.788 -0.192 0.277 -0.178 -0.49 -0.01 0 0.87
1 0.40 40 0.148 -8.509 5.282 0.019 -0.005 0.004 -10.493 4103.727 620.746 -0.051 0.097 -0.255 -0.49 -0.01 0 0.87
1 0.41 41 0.172 -8.624 5.076 -0.021 0.014 0.002 -10.493 4103.727 620.746 -0.075 0.214 -0.046 -0.49 -0.01 0 0.87
1 0.42 42 0.158 -8.442 5.220 -0.056 0.032 0.006 79.298 4133.707 710.837 -0.060 0.032 -0.190 -0.49 -0.01 0 0.87
1 0.43 43 0.086 -8.327 5.071 -0.082 0.053 0.004 49.318 4133.707 710.837 0.010 -0.085 -0.044 -0.49 -0.01 0 0.87
1 0.44 44 0.110 -8.509 5.009 -0.108 0.035 0.018 49.318 4133.707 710.837 -0.016 0.094 0.013 -0.49 -0.01 0 0.87
1 0.45 45 0.081 -8.356 4.990 -0.108 0.013 0.012 4.347 4238.789 785.788 0.010 -0.063 0.026 -0.49 -0.01 0 0.87
1 0.46 46 0.029 -8.524 5.009 -0.110 -0.027 0.015 124.269 4163.837 935.840 0.061 0.097 -0.007 -0.49 -0.01 0 0.87
1 0.47 47 -0.005 -8.591 4.994 -0.110 -0.038 0.013 4.347 4208.808 785.788 0.095 0.159 -0.000 -0.5 -0.01 0 0.87
1 0.48 48 -0.053 -8.605 4.951 -0.076 -0.059 0.013 4.347 4208.808 785.788 0.143 0.170 0.036 -0.5 -0.01 0 0.87
1 0.49 49 -0.005 -8.701 4.999 -0.033 -0.059 0.017 -70.454 4163.837 755.808 0.096 0.263 -0.016 -0.5 -0.01 0 0.87
1 0.50 50 0.010 -8.763 5.052 0.011 -0.045 0.002 4.347 4013.785 755.808 0.083 0.325 -0.070 -0.5 -0.01 0 0.87
1 0.51 51 0.057 -8.782 5.133 0.063 -0.026 0.028 4.347 4013.785 755.808 0.035 0.345 -0.149 -0.5 -0.01 0 0.87
1 0.52 52 -0.134 -8.610 5.081 0.061 -0.013 0.022 -55.464 4178.828 800.778 0.227 0.176 -0.090 -0.5 -0.01 0 0.87
1 0.53 53 -0.029 -8.414 4.999 0.043 -0.008 0.027 -55.464 4178.828 725.827 0.121 -0.016 -0.003 -0.5 -0.01 0 0.87
1 0.54 54 0.048 -8.447 5.081 -0.001 -0.026 0.009 -55.464 4103.727 800.778 0.041 0.022 -0.076 -0.49 -0.01 0 0.87
1 0.55 55 -0.005 -8.380 5.095 -0.034 -0.030 0.019 -55.464 4103.727 800.778 0.093 -0.045 -0.090 -0.49 -0.01 0 0.87
1 0.56 56 0.086 -8.423 5.009 -0.053 -0.029 0.015 -25.483 4133.707 785.788 0.002 -0.002 -0.004 -0.49 -0.01 0 0.87
1 0.57 57 0.057 -8.390 5.095 -0.070 -0.047 0.017 -25.483 4133.707 755.808 0.031 -0.038 -0.094 -0.49 -0.01 0 0.87
1 0.58 58 -0.048 -8.457 5.071 -0.081 -0.050 0.024 -25.483 4133.707 755.808 0.137 0.027 -0.074 -0.49 -0.01 0 0.87
1 0.59 59 0.172 -8.619 5.181 -0.088 -0.061 0.025 64.308 3998.795 725.827 -0.082 0.187 -0.189 -0.5 -0.01 0 0.87
1 0.60 60 0.345 -8.691 5.100 -0.087 -0.051 0.021 -55.464 4073.746 845.749 -0.253 0.256 -0.112 -0.5 -0.01 0 0.87
1 0.61 61 0.278 -8.768 5.172 -0.046 -0.033 0.025 79.298 4043.766 755.808 -0.183 0.327 -0.194 -0.5 -0.01 0 0.87
1 0.62 62 0.378 -8.624 4.971 -0.022 -0.008 0.034 79.298 4043.766 755.808 -0.283 0.183 0.006 -0.5 -0.01 0 0.87
1 0.63 63 0.158 -8.514 5.085 -0.006 0.003 0.042 -25.483 4013.785 755.808 -0.062 0.073 -0.108 -0.5 -0.01 0 0.87
1 0.64 64 0.211 -8.509 5.028 -0.011 0.011 0.030 4.347 4133.707 860.739 -0.117 0.069 -0.050 -0.5 -0.01 0 0.87
1 0.65 65 -0.134 -8.600 4.961 -0.019 0.007 0.039 4.347 4133.707 860.739 0.226 0.160 0.018 -0.5 -0.01 0 0.87
1 0.66 66 -0.172 -8.538 4.798 -0.009 -0.017 0.028 19.337 4028.775 725.827 0.260 0.097 0.180 -0.5 -0.01 0 0.87
1 0.67 67 -0.278 -8.485 4.827 -0.026 -0.043 0.028 -10.493 4103.727 845.749 0.364 0.044 0.151 -0.5 -0.01 0 0.87
1 0.68 68 -0.153 -8.562 4.827 -0.046 -0.091 0.014 79.298 4133.707 710.837 0.237 0.118 0.147 -0.5 -0.01 0 0.87
1 0.69 69 -0.081 -8.605 4.999 -0.049 -0.107 0.023 79.298 4133.707 710.837 0.167 0.159 -0.029 -0.5 -0.01 0 0.87
1 0.70 70 0.034 -8.600 5.047 -0.074 -0.099 0.020 -25.483 4208.808 755.808 0.054 0.152 -0.081 -0.5 -0.01 0 0.87
1 0.71 71 0.014 -8.572 4.956 -0.084 -0.080 0.016 139.259 4073.746 875.729 0.075 0.121 0.006 -0.5 -0.01 0 0.87
1 0.72 72 0.091 -8.552 5.042 -0.091 -0.052 0.024 139.259 4073.746 875.729 0.001 0.098 -0.086 -0.5 -0.01 0 0.87
1 0.73 73 0.235 -8.538 5.076 -0.092 -0.015 0.027 -55.464 4073.746 770.798 -0.142 0.081 -0.125 -0.5 -0.01 0 0.87
1 0.74 74 0.283 -8.548 5.109 -0.087 0.004 0.034 19.337 4148.697 800.778 -0.191 0.088 -0.164 -0.5 -0.01 0 0.87
1 0.75 75 0.244 -8.519 4.999 -0.062 0.018 0.035 19.337 4148.697 800.778 -0.152 0.056 -0.058 -0.5 -0.01 0 0.87
1 0.76 76 0.326 -8.691 4.951 -0.010 0.030 0.025 49.318 4133.707 890.870 -0.236 0.226 -0.015 -0.5 -0.01 0 0.87
1 0.77 77 0.283 -8.567 5.009 0.023 0.019 0.013 49.318 4163.837 785.788 -0.193 0.102 -0.071 -0.5 -0.01 0 0.87
1 0.78 78 0.263 -8.528 5.153 0.039 0.008 0.013 49.318 4133.707 860.739 -0.175 0.066 -0.211 -0.5 -0.01 0 0.87
1 0.79 79 0.278 -8.672 5.090 0.043 -0.002 0.009 49.318 4133.707 860.739 -0.188 0.212 -0.144 -0.5 -0.01 0 0.87
1 0.80 80 0.278 -8.653 5.057 0.024 -0.003 0.008 139.259 4148.697 620.746 -0.186 0.196 -0.107 -0.5 -0.01 0 0.87
1 0.81 81 0.220 -8.653 5.138 0.002 -0.004 -0.001 79.298 4133.707 785.788 -0.128 0.198 -0.185 -0.5 -0.01 0 0.87
1 0.82 82 0.086 -8.610 4.841 -0.008 0.009 -0.011 79.298 4133.707 785.788 0.007 0.155 0.114 -0.5 -0.01 0 0.87
1 0.83 83 0.067 -8.643 4.980 -0.019 0.022 -0.017 214.360 4028.775 920.850 0.028 0.189 -0.025 -0.5 -0.01 0 0.87
1 0.84 84 -0.029 -8.696 4.942 -0.025 0.032 -0.005 49.318 4163.837 710.837 0.123 0.241 0.012 -0.5 -0.01 0 0.87
1 0.85 85 0.072 -8.619 4.913 -0.030 0.028 -0.016 154.399 4163.837 830.759 0.021 0.164 0.040 -0.5 -0.01 0 0.87
1 0.86 86 -0.038 -8.682 4.927 -0.045 0.018 -0.005 154.399 4163.837 830.759 0.131 0.225 0.023 -0.5 -0.01 0 0.87
1 0.87 87 -0.053 -8.672 5.009 -0.055 0.010 0.002 -70.454 4013.785 830.759 0.144 0.213 -0.061 -0.5 -0.01 0 0.87
1 0.88 88 -0.081 -8.634 5.114 -0.055 -0.010 0.006 49.318 4163.837 710.837 0.172 0.173 -0.170 -0.5 -0.01 0 0.87
1 0.89 89 -0.110 -8.624 5.023 -0.063 -0.020 0.007 49.318 4163.837 710.837 0.199 0.162 -0.082 -0.5 -0.01 0 0.87
1 0.90 90 -0.259 -8.576 4.990 -0.052 -0.031 0.017 64.308 4223.798 920.850 0.346 0.111 -0.054 -0.5 -0.01 0 0.87
1 0.91 91 0.010 -8.533 5.090 -0.036 -0.044 0.027 64.308 4073.746 875.729 0.077 0.066 -0.157 -0.5 -0.01 0 0.87
1 0.92 92 0.125 -8.552 5.119 -0.007 -0.036 0.024 -55.464 4223.798 725.827 -0.039 0.085 -0.186 -0.5 -0.01 0 0.87
1 0.93 93 0.192 -8.533 5.109 0.004 -0.025 0.035 -55.464 4223.798 725.827 -0.106 0.067 -0.175 -0.5 -0.01 0 0.87
1 0.94 94 0.139 -8.639 5.052 -0.001 -0.010 0.027 49.318 4013.785 830.759 -0.053 0.174 -0.115 -0.5 -0.01 0 0.87
1 0.95 95 0.335 -8.505 5.114 -0.015 0.006 0.029 -70.454 4133.707 830.759 -0.250 0.040 -0.176 -0.5 -0.01 0 0.87
1 0.96 96 0.316 -8.476 4.990 -0.027 0.017 0.019 -70.454 4133.707 830.759 -0.230 0.012 -0.051 -0.5 -0.01 0 0.87
1 0.97 97 0.225 -8.418 5.066 -0.044 0.024 0.012 79.298 4043.766 785.788 -0.139 -0.045 -0.127 -0.5 -0.01 0 0.87
1 0.98 98 0.134 -8.605 4.994 -0.043 0.007 0.003 94.289 4148.697 845.749 -0.049 0.140 -0.057 -0.5 -0.01 0 0.87
1 0.99 99 0.034 -8.471 4.951 -0.034 -0.008 -0.003 4.347 4208.808 710.837 0.053 0.005 -0.016 -0.5 -0.01 0 0.87
1 1.00 100 0.005 -8.686 4.932 -0.018 -0.031 0.004 4.347 4208.808 710.837 0.083 0.220 0.002 -0.5 -0.01 0 0.87
1 1.01 101 -0.043 -8.739 4.956 0.006 -0.039 -0.004 124.269 4043.766 860.739 0.131 0.272 -0.023 -0.5 -0.01 0 0.87
1 1.02 102 -0.101 -8.811 4.870 0.028 -0.036 -0.006 4.347 4013.785 755.808 0.190 0.345 0.065 -0.5 -0.01 0 0.87
1 1.03 103 -0.125 -8.830 4.889 0.040 -0.034 0.006 4.347 4013.785 755.808 0.215 0.365 0.049 -0.5 -0.01 0 0.87
1 1.04 104 -0.187 -8.730 4.932 0.041 -0.034 0.020 -55.464 4073.746 800.778 0.277 0.267 0.008 -0.5 -0.01 0 0.87
1 1.05 105 -0.038 -8.730 4.865 0.036 -0.042 0.021 4.347 4163.837 890.870 0.127 0.271 0.082 -0.5 -0.01 0 0.87
1 1.06 106 0.115 -8.600 4.951 0.032 -0.054 0.036 64.308 4148.697 875.729 -0.028 0.143 -0.001 -0.5 -0.01 0 0.87
1 1.07 107 0.077 -8.624 4.870 0.011 -0.054 0.037 64.308 4148.697 875.729 0.011 0.168 0.083 -0.5 -0.01 0 0.87
1 1.08 108 0.244 -8.572 4.942 -0.012 -0.056 0.039 49.318 4133.707 860.739 -0.156 0.116 0.012 -0.5 -0.01 0 0.87
1 1.09 109 0.244 -8.595 4.966 -0.031 -0.041 0.045 64.308 4178.828 875.729 -0.155 0.140 -0.012 -0.5 -0.01 0 0.87
1 1.10 110 0.359 -8.528 4.956 -0.027 -0.001 0.037 64.308 4178.828 875.729 -0.270 0.072 -0.004 -0.5 -0.01 0 0.87
1 1.11 111 0.584 -8.605 4.918 -0.032 0.016 0.029 -55.464 4028.775 800.778 -0.494 0.148 0.034 -0.5 -0.01 0 0.87
1 1.12 112 0.316 -8.576 4.975 -0.022 0.051 0.014 19.337 4178.828 845.749 -0.225 0.118 -0.027 -0.5 -0.01 0 0.87
1 1.13 113 0.364 -8.624 5.090 -0.017 0.049 0.001 4.347 4163.837 830.759 -0.274 0.166 -0.142 -0.5 -0.01 0 0.87
1 1.14 114 0.316 -8.591 4.994 -0.019 0.048 -0.016 4.347 4163.837 830.759 -0.226 0.132 -0.046 -0.5 -0.01 0 0.87
1 1.15 115 0.254 -8.600 4.990 -0.017 0.035 -0.019 -10.493 4253.779 845.749 -0.162 0.142 -0.041 -0.5 -0.01 0 0.87
1 1.16 116 0.163 -8.552 4.956 -0.016 0.020 -0.028 -10.493 4148.697 875.729 -0.069 0.094 -0.008 -0.5 -0.01 0 0.87
1 1.17 117 0.182 -8.591 4.999 -0.008 0.006 -0.022 -10.493 4148.697 875.729 -0.086 0.132 -0.051 -0.5 -0.01 0 0.87
1 1.18 118 -0.019 -8.471 4.985 -0.018 0.010 -0.015 4.347 4238.789 710.837 0.117 0.013 -0.037 -0.5 -0.01 0 0.87
1 1.19 119 -0.048 -8.370 4.860 -0.030 0.007 -0.019 4.347 4238.789 710.837 0.147 -0.088 0.088 -0.5 -0.01 0 0.87
1 1.20 120 -0.235 -8.466 4.841 -0.045 -0.007 0.004 -55.464 4073.746 845.749 0.334 0.006 0.105 -0.5 -0.01 0 0.87
1 1.21 121 -0.215 -8.576 4.851 -0.039 -0.007 -0.002 -55.464 4073.746 845.749 0.313 0.115 0.093 -0.5 -0.01 0 0.87
1 1.22 122 -0.230 -8.667 4.880 -0.044 -0.016 0.011 79.298 4163.837 785.788 0.325 0.205 0.063 -0.5 -0.01 0 0.87
1 1.23 123 -0.287 -8.643 4.942 -0.056 -0.028 0.022 -115.575 4178.828 875.729 0.380 0.180 -0.002 -0.5 -0.01 0 0.87
1 1.24 124 -0.168 -8.653 4.966 -0.048 -0.050 0.037 -115.575 4178.828 875.729 0.257 0.187 -0.030 -0.5 -0.01 0 0.87
1 1.25 125 -0.153 -8.667 5.066 -0.036 -0.056 0.044 -85.594 4028.775 800.778 0.240 0.200 -0.133 -0.5 -0.01 0 0.87
1 1.26 126 -0.024 -8.706 4.942 -0.007 -0.061 0.049 -85.594 4028.775 800.778 0.109 0.237 -0.010 -0.5 -0.01 0 0.87
1 1.27 127 0.273 -8.806 5.052 0.048 -0.058 0.052 -10.493 4223.798 770.798 -0.191 0.339 -0.119 -0.5 -0.01 0 0.87
1 1.28 128 0.340 -8.859 5.157 0.074 -0.040 0.042 -10.493 4223.798 770.798 -0.258 0.394 -0.219 -0.5 -0.01 0 0.87
1 1.29 129 0.340 -8.844 5.100 0.096 -0.026 0.031 49.318 4283.759 785.788 -0.257 0.384 -0.154 -0.5 -0.01 0 0.87
1 1.30 130 0.493 -8.586 5.062 0.087 -0.006 0.033 -25.483 4088.736 890.870 -0.410 0.131 -0.108 -0.5 -0.01 0 0.87
1 1.31 131 0.589 -8.552 5.014 0.053 0.009 0.027 -25.483 4088.736 890.870 -0.505 0.101 -0.053 -0.5 -0.01 0 0.87
1 1.32 132 0.445 -8.414 5.109 0.020 0.012 0.017 4.347 4283.759 785.788 -0.360 -0.034 -0.142 -0.5 -0.01 0 0.87
1 1.33 133 0.225 -8.452 4.966 -0.012 0.019 0.003 4.347 4283.759 785.788 -0.138 0.006 0.005 -0.5 -0.01 0 0.87
1 1.34 134 0.206 -8.552 5.009 -0.061 0.008 0.007 -100.584 4043.766 935.840 -0.117 0.107 -0.039 -0.5 -0.01 0 0.87
1 1.35 135 0.120 -8.447 4.985 -0.095 -0.002 0.011 -100.584 4043.766 935.840 -0.030 -0.001 -0.019 -0.5 -0.01 0 0.87
1 1.36 136 -0.029 -8.557 4.985 -0.129 -0.005 -0.001 64.308 4103.727 845.749 0.118 0.105 -0.025 -0.5 -0.01 0 0.87
1 1.37 137 -0.057 -8.682 4.904 -0.141 -0.021 -0.001 19.337 4073.746 725.827 0.147 0.224 0.047 -0.5 -0.01 0 0.87
1 1.38 138 -0.211 -8.816 4.942 -0.130 -0.038 -0.004 19.337 4073.746 725.827 0.300 0.353 -0.001 -0.5 -0.01 0 0.87
1 1.39 139 -0.148 -8.816 4.942 -0.072 -0.040 0.012 -10.493 4103.727 770.798 0.239 0.348 -0.009 -0.5 -0.01 0 0.87
1 1.40 140 -0.067 -8.897 5.028 -0.019 -0.047 0.019 -10.493 4103.727 770.798 0.158 0.426 -0.101 -0.5 -0.01 0 0.87
1 1.41 141 -0.077 -8.849 5.071 0.040 -0.039 0.021 -100.584 4163.837 860.739 0.167 0.377 -0.146 -0.5 -0.01 0 0.87
1 1.42 142 0.072 -8.744 5.215 0.075 -0.023 0.040 19.337 4148.697 875.729 0.018 0.276 -0.282 -0.5 -0.01 0 0.87
1 1.43 143 0.053 -8.696 5.076 0.075 -0.025 0.037 19.337 4028.775 845.749 0.034 0.232 -0.136 -0.5 -0.01 0 0.87
1 1.44 144 0.287 -8.672 5.138 0.067 -0.030 0.036 -10.493 4418.821 725.827 -0.202 0.212 -0.192 -0.5 -0.01 0 0.87
1 1.45 145 0.192 -8.629 4.999 0.047 -0.020 0.052 -10.493 4418.821 725.827 -0.107 0.173 -0.047 -0.5 -0.01 0 0.87
1 1.46 146 0.249 -8.648 5.143 0.038 -0.012 0.042 -55.464 4103.727 725.827 -0.166 0.195 -0.186 -0.5 -0.01 0 0.87
1 1.47 147 0.263 -8.567 4.999 0.027 -0.015 0.044 -55.464 4103.727 725.827 -0.182 0.116 -0.037 -0.5 -0.01 0 0.87
1 1.48 148 0.168 -8.562 5.052 0.007 -0.012 0.037 64.308 4073.746 845.749 -0.086 0.113 -0.087 -0.5 -0.01 0 0.87
1 1.49 149 0.364 -8.648 5.277 -0.029 0.015 0.028 49.318 4088.736 785.788 -0.285 0.201 -0.309 -0.5 -0.01 0 0.87
1 1.50 150 0.235 -8.629 5.239 -0.056 0.028 0.027 -10.493 4178.828 695.847 -0.156 0.182 -0.271 -0.5 -0.01 0 0.87
1 1.51 151 0.120 -8.682 5.133 -0.070 0.045 0.023 -160.545 4073.746 800.778 -0.043 0.233 -0.168 -0.5 -0.01 0 0.87
1 1.52 152 0.172 -8.643 5.153 -0.091 0.062 0.021 -160.545 4073.746 800.778 -0.098 0.193 -0.191 -0.5 -0.01 0 0.87
1 1.53 153 0.134 -8.552 5.109 -0.091 0.051 0.011 79.298 4238.789 755.808 -0.062 0.099 -0.152 -0.5 -0.01 0 0.87
1 1.54 154 0.148 -8.615 4.990 -0.054 0.050 0.015 79.298 4238.789 755.808 -0.078 0.159 -0.037 -0.5 -0.01 0 0.87
1 1.55 155 0.072 -8.490 5.018 -0.015 0.049 0.010 79.298 4133.707 860.739 -0.004 0.032 -0.068 -0.5 -0.01 0 0.87
1 1.56 156 -0.024 -8.466 5.234 0.057 0.036 0.009 19.337 4073.746 770.798 0.087 0.011 -0.280 -0.5 -0 0 0.87
1 1.57 157 0.086 -8.600 5.191 0.070 0.029 0.003 -175.536 4208.808 860.739 -0.025 0.148 -0.231 -0.5 -0 0 0.87
1 1.58 158 0.024 -8.500 5.172 0.069 0.020 0.007 124.269 4133.707 830.759 0.036 0.052 -0.204 -0.5 -0 0 0.87
1 1.59 159 0.129 -8.437 5.071 0.075 0.002 0.014 124.269 4133.707 830.759 -0.071 -0.006 -0.096 -0.5 -0 0 0.87
1 1.60 160 0.043 -8.495 4.990 0.078 -0.012 0.009 64.308 4028.775 800.778 0.014 0.056 -0.008 -0.5 -0 0 0.87
1 1.61 161 -0.034 -8.505 5.081 0.116 -0.036 0.009 64.308 4028.775 800.778 0.090 0.070 -0.091 -0.5 -0 0 0.87
1 1.62 162 0.029 -8.754 5.038 0.115 -0.044 0.010 -10.493 4223.798 845.749 0.029 0.324 -0.039 -0.49 -0 0 0.87
1 1.63 163 -0.115 -8.648 5.105 0.113 -0.038 0.000 4.347 4163.837 755.808 0.174 0.225 -0.096 -0.49 -0 0 0.87
1 1.64 164 0.005 -8.648 5.186 0.098 -0.012 0.001 -10.493 4103.727 770.798 0.057 0.235 -0.160 -0.49 -0 0 0.87
1 1.65 165 0.038 -8.686 5.148 0.075 0.019 0.012 -25.483 4208.808 755.808 0.024 0.278 -0.114 -0.49 -0 0 0.87
1 1.66 166 0.215 -8.524 5.176 0.046 0.028 0.006 -25.483 4208.808 755.808 -0.155 0.119 -0.136 -0.49 -0 0 0.87
1 1.67 167 0.139 -8.394 5.172 0.020 0.038 0.014 -55.464 4148.697 770.798 -0.079 -0.007 -0.127 -0.49 -0 0 0.87
1 1.68 168 0.120 -8.332 4.985 -0.022 0.025 0.017 -55.464 4148.697 770.798 -0.062 -0.068 0.062 -0.49 -0 0 0.87
1 1.69 169 0.148 -8.356 5.009 -0.018 0.014 0.040 94.289 4223.798 845.749 -0.092 -0.044 0.039 -0.49 -0 0 0.87
1 1.70 170 0.014 -8.452 5.004 -0.010 -0.009 0.035 124.269 4133.707 755.808 0.039 0.052 0.044 -0.49 -0 0 0.87
1 1.71 171 0.235 -8.595 5.105 0.030 -0.026 0.038 -10.493 4223.798 620.746 -0.182 0.196 -0.056 -0.49 -0 0 0.87
1 1.72 172 0.139 -8.543 5.057 0.039 -0.030 0.034 -70.454 4163.837 785.788 -0.086 0.146 -0.004 -0.49 -0 0 0.87
1 1.73 173 0.101 -8.734 5.133 0.051 -0.019 0.040 -70.454 4163.837 785.788 -0.047 0.340 -0.076 -0.49 -0 0 0.87
1 1.74 174 0.139 -8.581 5.057 0.057 -0.001 0.031 49.318 4088.736 710.837 -0.087 0.190 0.005 -0.49 -0 0 0.87
1 1.75 175 0.091 -8.725 5.090 0.066 0.001 0.029 49.318 4088.736 710.837 -0.040 0.336 -0.024 -0.49 -0 0 0.87
1 1.76 176 -0.115 -8.528 5.186 0.077 0.001 0.013 -25.483 4208.808 755.808 0.164 0.143 -0.114 -0.49 -0 0 0.87
1 1.77 177 -0.192 -8.385 5.071 0.055 0.006 -0.005 -25.483 4043.766 710.837 0.241 0.004 0.008 -0.49 -0 0 0.87
1 1.78 178 -0.072 -8.222 5.162 0.017 -0.002 0.006 4.347 4313.740 785.788 0.119 -0.154 -0.074 -0.49 -0 0 0.87
