duracion_total_medicion,duracion_real_analizada,n_pasos_totales,n_pasos_minuto,duracion_porcentaje_f1,duracion_total_f1,ax_mean_f1,ay_mean_f1,az_mean_f1,ax_std_f1,ay_std_f1,az_std_f1,lax_mean_f1,lay_mean_f1,laz_mean_f1,lax_std_f1,lay_std_f1,laz_std_f1,gx_mean_f1,gy_mean_f1,gz_mean_f1,gx_std_f1,gy_std_f1,gz_std_f1,mx_mean_f1,my_mean_f1,mz_mean_f1,mx_std_f1,my_std_f1,mz_std_f1,duracion_porcentaje_f2,duracion_total_f2,ax_mean_f2,ay_mean_f2,az_mean_f2,ax_std_f2,ay_std_f2,az_std_f2,lax_mean_f2,lay_mean_f2,laz_mean_f2,lax_std_f2,lay_std_f2,laz_std_f2,gx_mean_f2,gy_mean_f2,gz_mean_f2,gx_std_f2,gy_std_f2,gz_std_f2,mx_mean_f2,my_mean_f2,mz_mean_f2,mx_std_f2,my_std_f2,mz_std_f2,duracion_porcentaje_f3,duracion_total_f3,ax_mean_f3,ay_mean_f3,az_mean_f3,ax_std_f3,ay_std_f3,az_std_f3,lax_mean_f3,lay_mean_f3,laz_mean_f3,lax_std_f3,lay_std_f3,laz_std_f3,gx_mean_f3,gy_mean_f3,gz_mean_f3,gx_std_f3,gy_std_f3,gz_std_f3,mx_mean_f3,my_mean_f3,mz_mean_f3,mx_std_f3,my_std_f3,mz_std_f3,duracion_porcentaje_f4,duracion_total_f4,ax_mean_f4,ay_mean_f4,az_mean_f4,ax_std_f4,ay_std_f4,az_std_f4,lax_mean_f4,lay_mean_f4,laz_mean_f4,lax_std_f4,lay_std_f4,laz_std_f4,gx_mean_f4,gy_mean_f4,gz_mean_f4,gx_std_f4,gy_std_f4,gz_std_f4,mx_mean_f4,my_mean_f4,mz_mean_f4,mx_std_f4,my_std_f4,mz_std_f4
4699,3699,84,120.02857823291261,0.3777150916784203,1339,-0.4720403286034353,-9.154807318894697,1.4858125466766245,1.4925921968960134,0.7049375001652413,1.1442557832149853,0.10512621359223302,-0.5156736370425691,-0.06495294996265868,1.4068345186915168,0.7185990222944864,1.2682188532810574,1.191467513069455,26.21027781926811,-6.388253174010455,16.05786791448805,58.298030394986064,19.73063494795106,326.56074906646745,3747.3239424943986,-974.655629574309,982.1235645060159,408.7223988315545,1951.0356131807787,0.1399153737658674,496,-0.14545564516129034,-11.573032258064517,1.3808004032258063,1.6515032619681074,1.392358706165218,1.428175104025208,-0.17329032258064517,1.8659495967741935,-0.19271774193548386,1.5953685798089141,1.381265578176182,1.481296143113786,-1.1703528225806452,20.612534274193546,0.32092943548387104,17.518199458886322,52.2391614623138,24.62633118631439,183.82318951612905,3758.469421370968,-790.6399495967742,806.0835658146802,385.50890499341,2013.7705522295182,0.3675599435825106,1303,-0.43245126630851877,-9.164613967766693,1.516989255564083,1.4630554556298918,0.7139992022749732,1.1742740077822456,0.034218726016884124,-0.5286285495011512,-0.2332678434382195,1.4584370405073108,0.7233931460779776,1.2326598765957935,0.18415656178050654,20.880918649270914,-3.3249155794320795,16.081727135114587,53.272859175351925,19.890812353997266,130.4877329240215,3746.4999570222562,-729.8341289332309,797.0120410372633,375.6604586008106,2027.4320402897422,0.11480959097320169,407,-0.34604914004914006,-11.658636363636365,1.5045749385749385,1.781041670224716,1.5688578947896739,1.3864466697781244,-0.017429975429975434,1.9420565110565111,-0.3597714987714988,1.7444401135434988,1.5563359835983261,1.3748577908989463,0.052660933660933884,24.79241031941032,-3.043980343980344,20.30332039767055,60.675084618476674,26.92898003615789,252.7975995085995,3762.464093366093,-923.4367420147422,792.6236296677251,369.1683640752231,1980.6466710383206
