COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 -0.283 -8.835 5.311 -4.608 -9.338 -2.289 -54.265 1861.337 -4243.286 0.502 0.530 -0.113 -0 -0.48 0.87 0.03
1 0.01 1 -0.297 -8.663 5.315 -4.944 -8.148 -1.343 50.667 2011.390 -4033.272 0.522 0.354 -0.123 -0 -0.48 0.87 0.03
1 0.02 2 -0.354 -8.533 5.320 -6.226 -7.629 -0.549 -174.187 1921.298 -4048.413 0.585 0.222 -0.133 -0 -0.49 0.87 0.03
1 0.03 3 -0.455 -8.639 5.344 -6.287 -8.453 -0.214 -174.336 1921.448 -4048.263 0.689 0.323 -0.164 -0 -0.49 0.87 0.03
1 0.04 4 -0.359 -8.466 5.243 -4.944 -11.292 -1.068 20.537 2056.510 -4033.123 0.600 0.143 -0.076 -0 -0.49 0.87 0.03
1 0.05 5 -0.350 -8.399 5.220 -4.913 -12.665 -1.617 20.537 2056.510 -4033.123 0.598 0.073 -0.057 -0 -0.49 0.87 0.03
1 0.06 6 -0.134 -8.414 5.387 -5.829 -13.092 -1.678 -54.265 1861.487 -4168.185 0.391 0.084 -0.230 -0 -0.49 0.87 0.03
1 0.07 7 0.144 -8.380 5.488 -6.439 -12.146 -0.732 155.599 1921.448 -3973.162 0.123 0.047 -0.337 0 -0.49 0.87 0.03
1 0.08 8 0.239 -8.323 5.311 -7.660 -9.857 0.763 95.638 1936.438 -3913.201 0.035 -0.014 -0.166 0 -0.49 0.87 0.03
1 0.09 9 0.302 -8.270 5.502 -7.507 -8.789 1.312 -129.216 2011.390 -3958.171 -0.020 -0.071 -0.365 0 -0.49 0.87 0.03
1 0.10 10 0.436 -8.165 5.339 -8.209 -9.064 1.312 -129.216 2011.390 -3958.171 -0.148 -0.181 -0.209 0 -0.49 0.87 0.03
1 0.11 11 0.302 -8.265 5.344 -9.491 -9.430 0.580 80.647 2071.500 -4123.214 -0.008 -0.084 -0.221 0 -0.49 0.87 0.03
1 0.12 12 0.383 -8.227 5.320 -13.001 -8.759 -0.122 80.647 2071.500 -4123.214 -0.075 -0.135 -0.219 0 -0.49 0.87 0.03
1 0.13 13 0.359 -8.375 5.272 -12.878 -8.087 -0.275 -69.255 1876.478 -4123.214 -0.043 0.005 -0.186 0 -0.49 0.87 0.03
1 0.14 14 0.431 -8.481 5.320 -11.688 -7.660 1.007 -39.274 1996.399 -4078.243 -0.108 0.102 -0.248 0 -0.49 0.87 0.02
1 0.15 15 0.474 -8.519 5.411 -8.850 -6.378 0.702 -39.274 1996.399 -4078.243 -0.145 0.133 -0.350 0.01 -0.49 0.87 0.02
1 0.16 16 0.479 -8.332 5.291 -6.012 -5.280 -0.305 -84.245 1966.419 -4093.233 -0.145 -0.058 -0.238 0.01 -0.49 0.87 0.02
1 0.17 17 0.541 -8.198 5.153 -5.219 -7.599 -0.214 -84.245 1966.419 -4093.233 -0.202 -0.195 -0.105 0.01 -0.49 0.87 0.02
1 0.18 18 0.608 -8.208 5.277 -7.050 -8.789 -0.458 -69.255 2071.500 -3973.162 -0.262 -0.188 -0.234 0.01 -0.49 0.87 0.02
1 0.19 19 0.666 -8.332 5.545 -10.925 -9.613 -1.801 -69.255 2071.500 -3973.162 -0.299 -0.072 -0.517 0.01 -0.49 0.87 0.02
1 0.20 20 0.704 -8.763 5.756 -11.414 -9.888 -2.319 -69.255 1876.478 -4078.243 -0.325 0.353 -0.738 0.01 -0.49 0.87 0.02
1 0.21 21 0.670 -8.907 5.703 -8.484 -11.231 -2.533 -129.216 1966.419 -3988.152 -0.278 0.491 -0.696 0.01 -0.49 0.87 0.02
1 0.22 22 0.570 -8.892 5.646 -2.075 -14.587 -2.533 -129.216 1966.419 -3988.152 -0.163 0.474 -0.645 0.01 -0.49 0.87 0.02
1 0.23 23 0.527 -8.892 5.526 6.470 -19.684 -1.251 -39.274 2071.500 -4048.263 -0.102 0.475 -0.525 0.01 -0.49 0.87 0.02
1 0.24 24 0.584 -8.739 5.440 7.477 -22.064 1.038 -39.274 2071.500 -4048.263 -0.142 0.328 -0.431 0.01 -0.49 0.87 0.02
1 0.25 25 0.536 -8.533 5.560 5.402 -23.377 4.120 -249.288 1996.399 -3898.210 -0.077 0.129 -0.539 0.01 -0.49 0.87 0.02
1 0.26 26 0.555 -8.380 5.330 2.045 -24.506 6.104 -249.288 1996.399 -3898.210 -0.081 -0.017 -0.300 0.02 -0.49 0.87 0.02
1 0.27 27 0.776 -8.691 5.387 -0.366 -28.442 7.996 -159.196 2161.442 -3958.171 -0.276 0.299 -0.351 0.02 -0.49 0.87 0.02
1 0.28 28 0.891 -8.777 5.344 2.563 -32.654 10.620 -174.336 2101.481 -3943.181 -0.377 0.386 -0.308 0.02 -0.49 0.87 0.02
1 0.29 29 1.202 -8.830 5.296 5.554 -36.286 11.688 -174.336 2101.481 -3943.181 -0.674 0.442 -0.257 0.02 -0.49 0.87 0.01
1 0.30 30 1.432 -8.682 5.425 6.928 -36.530 13.336 -384.200 1966.419 -3988.152 -0.887 0.298 -0.380 0.02 -0.49 0.87 0.01
1 0.31 31 1.729 -8.519 5.507 8.850 -33.997 15.533 -384.200 1966.419 -3988.152 -1.167 0.141 -0.454 0.03 -0.49 0.87 0.01
1 0.32 32 1.595 -8.346 5.311 10.284 -33.081 16.174 -324.239 1951.429 -4078.243 -1.018 -0.025 -0.248 0.03 -0.49 0.87 0.01
1 0.33 33 1.662 -8.433 5.200 10.529 -32.806 15.961 -324.239 1951.429 -4078.243 -1.071 0.070 -0.126 0.03 -0.49 0.87 0.01
1 0.34 34 1.891 -8.227 4.999 8.820 -35.095 14.618 -279.268 2056.510 -4093.233 -1.272 -0.119 0.100 0.04 -0.49 0.87 0
1 0.35 35 2.227 -8.222 4.980 7.233 -34.393 15.442 -294.258 2101.481 -4123.214 -1.590 -0.118 0.127 -0.04 0.49 -0.87 0
1 0.36 36 2.595 -8.097 5.014 4.700 -31.220 14.404 -294.258 2101.481 -4123.214 -1.940 -0.237 0.099 -0.04 0.49 -0.87 0
1 0.37 37 2.768 -8.160 4.856 1.770 -24.597 13.092 -234.297 1936.438 -4033.123 -2.093 -0.172 0.260 -0.04 0.49 -0.87 0
1 0.38 38 2.504 -8.294 4.851 -0.305 -15.991 9.888 -234.297 1936.438 -4033.123 -1.811 -0.037 0.264 -0.04 0.49 -0.87 0
