COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.661 -9.529 2.806 -0.275 -1.129 1.434 -434.867 -869.883 -2714.881 -0.126 0.142 -0.044 -0.07 0.59 -0.8 0.05
1 0.01 1 0.656 -9.472 2.844 -0.153 0.153 1.587 -434.867 -869.883 -2714.881 -0.121 0.085 -0.081 -0.07 0.59 -0.8 0.05
1 0.02 2 0.656 -9.477 2.945 0.061 -0.427 1.862 -614.899 -794.932 -2714.881 -0.121 0.090 -0.181 -0.07 0.59 -0.8 0.05
1 0.03 3 0.670 -9.453 2.835 2.014 0.031 0.488 -464.997 -839.903 -2759.852 -0.133 0.066 -0.070 -0.07 0.59 -0.8 0.05
1 0.04 4 0.594 -9.199 2.998 1.556 -0.214 1.160 -614.899 -869.883 -2819.963 -0.056 -0.186 -0.229 -0.07 0.59 -0.8 0.05
1 0.05 5 0.632 -9.314 2.902 1.007 -0.153 0.732 -449.857 -1004.945 -2804.973 -0.095 -0.070 -0.129 -0.07 0.59 -0.8 0.05
1 0.06 6 0.599 -9.386 2.978 -2.167 -0.427 1.068 -449.857 -1004.945 -2804.973 -0.061 0.002 -0.205 -0.07 0.59 -0.8 0.05
1 0.07 7 0.551 -9.477 3.065 -4.242 -0.854 0.885 -494.978 -854.893 -2804.973 -0.013 0.092 -0.294 -0.07 0.59 -0.8 0.05
1 0.08 8 0.522 -9.544 2.897 -2.411 0.305 0.763 -494.978 -854.893 -2804.973 0.016 0.158 -0.130 -0.07 0.59 -0.8 0.05
1 0.09 9 0.488 -9.553 2.921 -0.214 -0.153 0.946 -344.925 -809.922 -2804.973 0.050 0.166 -0.157 -0.07 0.59 -0.8 0.05
1 0.10 10 0.450 -9.467 3.022 1.709 -0.946 0.397 -449.857 -734.971 -2729.872 0.087 0.081 -0.256 -0.07 0.59 -0.8 0.05
1 0.11 11 0.488 -9.386 2.859 1.831 -1.038 0.671 -449.857 -854.893 -2774.992 0.049 0.001 -0.089 -0.07 0.59 -0.8 0.05
1 0.12 12 0.637 -9.395 2.825 0.244 -1.007 1.312 -614.899 -839.903 -2684.901 -0.099 0.011 -0.054 -0.07 0.59 -0.8 0.05
1 0.13 13 0.670 -9.266 2.974 -0.732 -0.854 0.854 -614.899 -839.903 -2684.901 -0.132 -0.118 -0.202 -0.07 0.59 -0.8 0.05
1 0.14 14 0.608 -9.481 2.969 -1.953 -0.824 1.251 -539.948 -914.854 -2789.982 -0.070 0.097 -0.196 -0.07 0.59 -0.8 0.05
1 0.15 15 0.464 -9.505 2.921 -1.404 -0.641 1.190 -539.948 -914.854 -2789.982 0.074 0.121 -0.150 -0.07 0.59 -0.8 0.05
1 0.16 16 0.555 -9.491 3.002 -0.793 -0.336 1.312 -494.978 -659.870 -2774.992 -0.018 0.106 -0.232 -0.07 0.59 -0.8 0.05
1 0.17 17 0.484 -9.563 2.998 -0.122 -0.946 0.793 -524.958 -929.994 -2804.973 0.054 0.178 -0.227 -0.07 0.59 -0.8 0.05
1 0.18 18 0.479 -9.572 2.950 -0.336 -1.740 0.854 -464.997 -839.903 -2684.901 0.058 0.188 -0.178 -0.07 0.59 -0.8 0.05
