COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.666 -7.868 6.134 -0.519 -1.495 1.129 -539.948 -2174.933 -3509.963 -0.081 0.120 -0.162 -0.05 0.44 -0.9 0.04
1 0.01 1 0.565 -7.872 6.096 0.336 -1.190 1.129 -539.948 -2174.933 -3509.963 0.020 0.125 -0.123 -0.05 0.44 -0.9 0.04
1 0.02 2 0.575 -7.853 6.120 -0.702 -1.038 1.190 -584.919 -2354.966 -3449.853 0.011 0.107 -0.145 -0.05 0.44 -0.9 0.04
1 0.03 3 0.618 -7.877 5.971 -1.373 -0.671 0.977 -509.968 -2444.907 -3479.983 -0.032 0.131 0.003 -0.05 0.44 -0.9 0.04
1 0.04 4 0.656 -7.834 6.029 -1.984 -0.946 0.427 -509.968 -2444.907 -3479.983 -0.070 0.088 -0.054 -0.05 0.44 -0.9 0.04
1 0.05 5 0.532 -7.872 6.081 -2.716 -0.580 0.854 -584.919 -2444.907 -3479.983 0.056 0.126 -0.107 -0.05 0.44 -0.9 0.04
1 0.06 6 0.589 -7.844 5.986 -2.441 -1.007 1.343 -584.919 -2324.985 -3554.934 -0.002 0.097 -0.012 -0.05 0.44 -0.9 0.04
1 0.07 7 0.675 -7.801 6.077 -1.404 -0.244 1.282 -584.919 -2354.966 -3659.866 -0.088 0.054 -0.103 -0.05 0.44 -0.9 0.04
1 0.08 8 0.685 -7.939 6.101 -0.977 -0.916 1.221 -584.919 -2354.966 -3659.866 -0.098 0.192 -0.127 -0.05 0.44 -0.9 0.04
1 0.09 9 0.670 -7.853 6.058 -0.763 -0.824 0.946 -599.909 -2384.946 -3719.977 -0.084 0.106 -0.085 -0.05 0.44 -0.9 0.04
1 0.10 10 0.589 -7.786 6.101 -0.183 -1.495 0.671 -524.958 -2339.976 -3644.875 -0.002 0.039 -0.128 -0.05 0.44 -0.9 0.04
1 0.11 11 0.503 -7.911 5.967 -0.977 -2.014 0.580 -524.958 -2339.976 -3644.875 0.084 0.164 0.007 -0.05 0.44 -0.9 0.04
1 0.12 12 0.532 -7.872 5.938 -1.343 -2.380 0.885 -539.948 -2324.985 -3584.915 0.056 0.125 0.035 -0.05 0.44 -0.9 0.04
1 0.13 13 0.632 -7.844 6.086 -1.282 -2.197 0.977 -449.857 -2459.897 -3569.924 -0.044 0.096 -0.114 -0.05 0.44 -0.9 0.04
1 0.14 14 0.579 -7.877 6.014 -1.709 -1.617 0.580 -674.860 -2414.927 -3539.944 0.009 0.130 -0.042 -0.05 0.44 -0.9 0.04
1 0.15 15 0.656 -7.944 6.058 -1.312 -1.068 0.946 -674.860 -2414.927 -3539.944 -0.068 0.197 -0.085 -0.05 0.44 -0.9 0.04
1 0.16 16 0.555 -7.839 5.976 -1.282 -0.580 0.885 -629.890 -2489.878 -3464.993 0.033 0.091 -0.004 -0.05 0.44 -0.9 0.04
1 0.17 17 0.608 -8.021 6.139 -1.587 -0.854 0.854 -659.870 -2354.966 -3629.885 -0.019 0.273 -0.167 -0.06 0.44 -0.9 0.04
1 0.18 18 0.766 -7.959 6.125 -1.648 -1.434 0.885 -659.870 -2354.966 -3629.885 -0.177 0.210 -0.154 -0.06 0.44 -0.9 0.04
1 0.19 19 0.656 -7.796 6.005 -1.648 -1.160 1.099 -704.991 -2384.946 -3464.993 -0.066 0.047 -0.034 -0.06 0.44 -0.9 0.04
1 0.20 20 0.613 -7.906 6.048 -1.617 -1.404 0.732 -539.948 -2324.985 -3449.853 -0.022 0.157 -0.077 -0.06 0.44 -0.9 0.04
1 0.21 21 0.656 -7.844 5.947 -1.373 -1.160 -0.031 -659.870 -2474.888 -3554.934 -0.065 0.095 0.023 -0.06 0.44 -0.9 0.04
1 0.22 22 0.646 -7.911 6.034 -1.190 -0.977 0.275 -659.870 -2474.888 -3554.934 -0.055 0.162 -0.063 -0.06 0.44 -0.9 0.04
1 0.23 23 0.642 -8.064 6.153 -0.549 -1.282 0.397 -509.968 -2324.985 -3629.885 -0.051 0.315 -0.183 -0.06 0.44 -0.9 0.04
1 0.24 24 0.642 -7.844 5.991 -0.793 -0.824 1.160 -539.948 -2174.933 -3554.934 -0.051 0.095 -0.020 -0.06 0.44 -0.9 0.04
1 0.25 25 0.522 -7.906 6.086 -0.397 -1.465 0.793 -539.948 -2174.933 -3554.934 0.069 0.157 -0.116 -0.06 0.44 -0.9 0.04
1 0.26 26 0.733 -7.896 5.995 -0.336 -1.801 0.946 -599.909 -2459.897 -3569.924 -0.142 0.147 -0.026 -0.06 0.44 -0.9 0.04
1 0.27 27 0.623 -7.868 5.952 -0.824 -1.465 0.000 -539.948 -2324.985 -3734.967 -0.031 0.118 0.017 -0.06 0.44 -0.9 0.04
1 0.28 28 0.517 -7.920 6.038 -1.587 -1.434 0.427 -614.899 -2324.985 -3629.885 0.074 0.170 -0.070 -0.06 0.44 -0.9 0.04
1 0.29 29 0.656 -7.896 5.967 -1.740 -0.397 1.373 -614.899 -2324.985 -3629.885 -0.065 0.146 0.002 -0.06 0.44 -0.9 0.04
1 0.30 30 0.737 -7.959 6.058 -1.862 -0.305 0.824 -509.968 -2519.858 -3584.915 -0.146 0.208 -0.089 -0.06 0.44 -0.9 0.04
1 0.31 31 0.656 -7.911 6.081 -1.923 0.092 1.038 -674.860 -2309.995 -3539.944 -0.065 0.160 -0.114 -0.06 0.44 -0.9 0.04
1 0.32 32 0.575 -7.925 6.010 -1.373 -0.031 0.916 -674.860 -2309.995 -3539.944 0.017 0.174 -0.042 -0.06 0.44 -0.9 0.04
1 0.33 33 0.503 -7.853 5.995 -1.404 -0.366 1.251 -614.899 -2399.937 -3554.934 0.088 0.102 -0.028 -0.06 0.44 -0.9 0.04
