COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 -0.326 -9.501 2.734 5.890 -4.974 1.221 -59.961 -914.854 -3449.853 -0.056 0.059 -0.137 0.02 0.61 -0.8 0.01
1 0.01 1 -0.268 -9.443 2.725 5.646 -4.913 1.404 29.980 -749.961 -3404.882 -0.112 0.004 -0.116 0.02 0.61 -0.8 0.01
1 0.02 2 -0.287 -9.453 2.667 4.242 -4.059 0.885 59.961 -839.903 -3584.915 -0.089 0.019 -0.038 0.02 0.6 -0.8 0.01
1 0.03 3 -0.364 -9.457 2.715 3.571 -3.815 1.190 44.971 -854.893 -3464.993 -0.011 0.027 -0.077 0.02 0.6 -0.8 0.01
1 0.04 4 -0.182 -9.405 2.576 4.059 -3.906 1.678 44.971 -854.893 -3464.993 -0.192 -0.024 0.069 0.01 0.6 -0.8 0.01
1 0.05 5 -0.172 -9.410 2.749 4.395 -3.296 1.190 -104.932 -719.981 -3404.882 -0.200 -0.017 -0.096 0.01 0.6 -0.8 0.01
1 0.06 6 -0.239 -9.625 2.787 4.334 -2.777 1.221 0.000 -839.903 -3299.950 -0.131 0.201 -0.125 0.01 0.6 -0.8 0.01
1 0.07 7 -0.283 -9.520 2.619 3.876 -2.594 0.793 0.000 -839.903 -3299.950 -0.087 0.098 0.051 0.01 0.6 -0.8 0.01
1 0.08 8 -0.302 -9.611 2.792 4.028 -3.052 0.305 -59.961 -599.909 -3374.901 -0.066 0.191 -0.114 0.01 0.6 -0.8 0.01
1 0.09 9 -0.383 -9.563 2.725 4.608 -3.754 0.458 -14.990 -809.922 -3359.911 0.018 0.147 -0.033 0.01 0.6 -0.8 0.01
1 0.10 10 -0.421 -9.477 2.667 6.378 -3.265 0.336 44.971 -779.942 -3419.872 0.059 0.063 0.034 0.01 0.6 -0.8 0.01
1 0.11 11 -0.340 -9.505 2.729 7.965 -2.747 -0.244 44.971 -779.942 -3419.872 -0.021 0.095 -0.016 0.01 0.6 -0.8 0.01
1 0.12 12 -0.431 -9.376 2.715 7.568 -2.441 0.366 -29.980 -839.903 -3584.915 0.072 -0.030 0.011 0.01 0.6 -0.8 0.01
1 0.13 13 -0.488 -9.501 2.792 5.432 -2.594 0.336 -59.961 -839.903 -3479.983 0.131 0.098 -0.054 0.01 0.6 -0.8 0.01
1 0.14 14 -0.450 -9.501 2.878 2.930 -2.991 0.916 -59.961 -839.903 -3479.983 0.094 0.100 -0.131 0.01 0.6 -0.8 0.01
1 0.15 15 -0.503 -9.577 2.878 2.930 -3.082 0.732 -89.941 -779.942 -3464.993 0.148 0.179 -0.124 0.01 0.6 -0.8 0.01
1 0.16 16 -0.498 -9.592 2.816 6.683 -2.869 1.007 -59.961 -794.932 -3479.983 0.144 0.198 -0.046 0.01 0.6 -0.8 0.01
1 0.17 17 -0.469 -9.553 2.911 8.362 -2.502 1.282 -44.971 -959.975 -3464.993 0.115 0.163 -0.129 0.01 0.6 -0.8 0.01
1 0.18 18 -0.460 -9.505 2.873 9.613 -2.563 1.068 -44.971 -959.975 -3464.993 0.105 0.120 -0.075 0.01 0.6 -0.8 0.01
1 0.19 19 -0.431 -9.410 2.811 8.179 -2.808 1.495 -14.990 -854.893 -3359.911 0.076 0.029 0.002 0.01 0.6 -0.8 0.01
1 0.20 20 -0.503 -9.266 2.935 6.165 -3.082 0.671 -59.961 -839.903 -3509.963 0.148 -0.111 -0.109 0.01 0.6 -0.8 0.01
1 0.21 21 -0.532 -9.376 2.945 5.096 -3.448 0.916 -59.961 -839.903 -3509.963 0.177 0.003 -0.107 0.01 0.6 -0.8 0.01
1 0.22 22 -0.498 -9.366 2.883 5.646 -3.784 0.793 44.971 -809.922 -3494.973 0.144 -0.004 -0.036 0.01 0.6 -0.8 0.01
1 0.23 23 -0.517 -9.515 3.074 6.409 -4.334 1.190 -164.893 -809.922 -3389.892 0.163 0.148 -0.217 0.01 0.6 -0.8 0.01
1 0.24 24 -0.426 -9.448 2.878 7.172 -3.784 1.892 -59.961 -944.984 -3509.963 0.071 0.088 0.003 0.01 0.59 -0.8 0.02
1 0.25 25 -0.354 -9.548 2.969 8.301 -3.235 2.045 -59.961 -944.984 -3509.963 -0.001 0.192 -0.076 0.01 0.59 -0.8 0.02
1 0.26 26 -0.359 -9.558 2.955 8.606 -2.441 2.045 0.000 -869.883 -3479.983 0.004 0.206 -0.048 0.01 0.59 -0.81 0.02
1 0.27 27 -0.431 -9.520 2.950 8.179 -2.075 2.441 -44.971 -854.893 -3464.993 0.074 0.172 -0.029 0.01 0.59 -0.81 0.02
