COL1 TIME FRAME ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	 LACC_X LACC_Y	LACC_Z	 QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.589 -9.568 1.360 -2.014 0.549 1.862 404.886 1019.936 4049.012 -0.487 -0.093 0.284 -0.02 -0.64 0.76 0.03
1 0.01 1 0.397 -9.797 1.403 -2.869 -0.641 1.282 494.978 974.965 4064.002 -0.295 0.136 0.235 -0.02 -0.64 0.76 0.03
1 0.02 2 0.455 -9.908 1.623 -3.113 -2.930 0.458 464.847 1079.896 3989.051 -0.351 0.245 0.010 -0.02 -0.65 0.76 0.03
1 0.03 3 0.354 -9.898 1.575 -1.740 -4.578 0.580 464.847 1079.896 3989.051 -0.249 0.235 0.051 -0.02 -0.65 0.76 0.03
1 0.04 4 0.350 -9.922 1.690 0.092 -5.981 1.801 494.978 1124.867 3884.120 -0.240 0.258 -0.069 -0.02 -0.65 0.76 0.03
1 0.05 5 0.417 -9.754 1.642 0.488 -6.378 1.434 449.857 1064.906 4004.042 -0.306 0.090 -0.021 -0.02 -0.65 0.76 0.03
1 0.06 6 0.536 -9.797 1.647 0.305 -5.432 1.617 419.876 1199.968 4019.032 -0.424 0.133 -0.025 -0.02 -0.65 0.76 0.03
1 0.07 7 0.493 -9.649 1.595 0.641 -3.845 2.350 419.876 1199.968 4019.032 -0.380 -0.015 0.028 -0.02 -0.65 0.76 0.03
1 0.08 8 0.436 -9.620 1.671 1.770 -1.770 3.387 464.847 1124.867 4169.084 -0.322 -0.044 -0.047 -0.02 -0.65 0.76 0.03
1 0.09 9 0.350 -9.697 1.714 0.732 -0.824 2.563 569.929 1199.968 4094.133 -0.237 0.033 -0.088 -0.02 -0.65 0.76 0.03
1 0.10 10 0.426 -9.520 1.614 -0.336 -1.465 2.380 569.929 1199.968 4094.133 -0.315 -0.144 0.013 -0.02 -0.65 0.76 0.03
1 0.11 11 0.311 -9.754 1.456 -1.862 -3.174 1.709 389.896 1199.968 3989.051 -0.202 0.091 0.169 -0.02 -0.65 0.76 0.03
1 0.12 12 0.239 -9.639 1.398 -1.831 -4.334 1.160 554.938 1139.857 4079.143 -0.130 -0.025 0.222 -0.02 -0.65 0.76 0.03
1 0.13 13 0.402 -9.754 1.422 -2.136 -5.585 0.732 479.987 1094.887 4079.143 -0.293 0.089 0.194 -0.02 -0.65 0.76 0.03
1 0.14 14 0.417 -9.793 1.484 -2.533 -8.301 1.099 479.987 1094.887 4079.143 -0.305 0.127 0.127 -0.02 -0.65 0.76 0.03
1 0.15 15 0.364 -9.936 1.652 -1.556 -9.460 1.007 494.978 1079.896 3989.051 -0.250 0.269 -0.046 -0.02 -0.65 0.76 0.03
1 0.16 16 0.575 -9.951 1.757 -0.061 -8.881 2.472 554.938 1169.988 4079.143 -0.459 0.283 -0.154 -0.02 -0.65 0.76 0.03
1 0.17 17 0.551 -9.783 1.767 0.610 -7.629 3.479 554.938 1169.988 4079.143 -0.433 0.116 -0.164 -0.02 -0.65 0.76 0.03
1 0.18 18 0.757 -9.807 1.729 1.617 -3.021 3.815 374.906 1094.887 4079.143 -0.639 0.140 -0.122 -0.02 -0.65 0.76 0.03
1 0.19 19 0.627 -9.587 1.710 2.380 -0.549 3.693 404.886 1139.857 4109.123 -0.511 -0.079 -0.099 -0.02 -0.65 0.76 0.03
1 0.20 20 0.623 -9.544 1.642 2.655 -1.038 4.303 569.929 1049.916 4094.133 -0.508 -0.122 -0.028 -0.02 -0.65 0.76 0.03
1 0.21 21 0.579 -9.467 1.585 2.289 -1.617 3.235 569.929 1049.916 4094.133 -0.466 -0.198 0.033 -0.02 -0.65 0.76 0.03
1 0.22 22 0.426 -9.529 1.528 1.648 -2.319 2.991 539.948 1229.949 4124.113 -0.314 -0.135 0.093 -0.02 -0.65 0.76 0.03
1 0.23 23 0.536 -9.429 1.638 -0.397 -0.824 1.587 449.857 1244.939 4079.143 -0.425 -0.235 -0.015 -0.02 -0.65 0.76 0.03
1 0.24 24 0.460 -9.572 1.537 -0.916 -1.038 1.434 449.857 1244.939 4079.143 -0.347 -0.092 0.085 -0.02 -0.65 0.76 0.03
1 0.25 25 0.249 -9.644 1.465 -0.854 0.641 0.885 509.968 1214.958 4154.094 -0.135 -0.020 0.155 -0.02 -0.65 0.76 0.03
1 0.26 26 0.168 -9.788 1.259 0.000 -0.092 0.519 464.847 1124.867 4094.133 -0.052 0.123 0.357 -0.02 -0.65 0.76 0.03
1 0.27 27 0.172 -9.769 1.207 1.129 -2.777 1.099 539.948 1199.968 4019.032 -0.055 0.103 0.407 -0.02 -0.65 0.76 0.03
1 0.28 28 0.239 -9.826 1.398 -0.061 -4.334 0.854 539.948 1199.968 4019.032 -0.122 0.161 0.215 -0.02 -0.65 0.76 0.03
1 0.29 29 0.374 -9.922 1.523 0.366 -6.683 0.610 449.857 1244.939 4184.074 -0.255 0.256 0.088 -0.02 -0.65 0.76 0.03
1 0.30 30 0.646 -9.807 1.666 0.061 -7.996 1.404 509.968 1289.910 4049.012 -0.526 0.141 -0.057 -0.02 -0.65 0.76 0.03
1 0.31 31 0.536 -9.855 1.820 -1.007 -6.378 2.258 509.968 1289.910 4049.012 -0.412 0.189 -0.211 -0.02 -0.65 0.76 0.03
1 0.32 32 0.661 -9.802 1.710 0.214 -1.587 3.357 449.857 1244.939 3929.090 -0.534 0.136 -0.101 -0.02 -0.65 0.76 0.03
1 0.33 33 0.642 -9.754 1.710 0.793 0.122 3.265 419.876 1124.867 4064.002 -0.515 0.088 -0.099 -0.02 -0.65 0.76 0.03
1 0.34 34 0.393 -9.577 1.738 1.953 1.923 3.815 539.948 1304.900 4124.113 -0.269 -0.088 -0.125 -0.02 -0.65 0.76 0.03
1 0.35 35 0.292 -9.615 1.551 2.533 0.854 3.601 539.948 1304.900 4124.113 -0.171 -0.049 0.065 -0.02 -0.65 0.76 0.03
1 0.36 36 0.436 -9.639 1.595 2.625 -0.854 2.655 509.968 1064.906 3974.061 -0.318 -0.025 0.026 -0.02 -0.65 0.76 0.03
1 0.37 37 0.302 -9.663 1.489 2.411 -1.923 2.411 449.857 1139.857 4049.012 -0.186 -0.001 0.134 -0.02 -0.65 0.76 0.03
1 0.38 38 0.369 -9.644 1.465 0.061 -3.998 1.892 449.857 1139.857 4049.012 -0.255 -0.020 0.159 -0.02 -0.65 0.76 0.03
1 0.39 39 0.211 -9.687 1.547 0.519 -5.737 0.854 539.948 1154.848 4019.032 -0.097 0.024 0.078 -0.02 -0.65 0.76 0.03
1 0.40 40 0.230 -9.817 1.662 1.740 -8.179 1.007 404.886 1094.887 4049.012 -0.114 0.153 -0.037 -0.02 -0.65 0.76 0.03
1 0.41 41 0.364 -9.845 1.920 3.479 -8.698 1.953 449.857 1094.887 4079.143 -0.246 0.182 -0.293 -0.02 -0.65 0.76 0.03
1 0.42 42 0.431 -9.817 1.714 3.784 -7.751 2.441 449.857 1094.887 4079.143 -0.313 0.154 -0.081 -0.02 -0.65 0.76 0.03
1 0.43 43 0.594 -9.687 1.738 3.479 -5.951 2.045 479.987 1139.857 4079.143 -0.475 0.026 -0.099 -0.02 -0.65 0.76 0.03
1 0.44 44 0.670 -9.687 1.638 3.998 -3.876 3.204 494.978 1154.848 3884.120 -0.551 0.027 0.007 -0.02 -0.64 0.76 0.03
1 0.45 45 0.479 -9.682 1.561 5.310 -1.587 3.571 494.978 1154.848 3884.120 -0.359 0.023 0.090 -0.02 -0.64 0.76 0.03
1 0.46 46 0.584 -9.496 1.551 5.341 -0.854 3.571 464.847 1154.848 3989.051 -0.465 -0.162 0.106 -0.02 -0.64 0.76 0.03
1 0.47 47 0.570 -9.515 1.662 2.411 -1.709 2.869 404.886 1244.939 4049.012 -0.454 -0.141 0.008 -0.02 -0.64 0.76 0.03
1 0.48 48 0.646 -9.472 1.571 0.275 -1.434 1.892 509.968 1064.906 4049.012 -0.531 -0.184 0.101 -0.02 -0.64 0.76 0.03
1 0.49 49 0.603 -9.510 1.499 -0.427 -0.366 1.343 509.968 1064.906 4049.012 -0.486 -0.146 0.173 -0.02 -0.64 0.76 0.03
1 0.50 50 0.733 -9.630 1.551 -0.793 2.350 0.519 464.847 1199.968 4094.133 -0.614 -0.026 0.119 -0.02 -0.64 0.76 0.03
1 0.51 51 0.527 -9.788 1.595 0.214 4.791 0.214 464.847 1124.867 4094.133 -0.405 0.132 0.075 -0.02 -0.64 0.76 0.03
1 0.52 52 0.369 -9.735 1.475 2.655 6.805 0.122 464.847 1124.867 4094.133 -0.246 0.079 0.195 -0.02 -0.64 0.76 0.03
1 0.53 53 0.306 -9.740 1.255 3.662 5.463 -0.183 599.909 1049.916 4019.032 -0.182 0.084 0.417 -0.02 -0.64 0.76 0.03
1 0.54 54 0.306 -9.730 1.451 4.028 2.350 -0.031 599.909 1049.916 4019.032 -0.182 0.075 0.224 -0.02 -0.64 0.76 0.03
1 0.55 55 0.192 -9.783 1.705 2.808 -3.082 -0.275 494.978 1124.867 3989.051 -0.065 0.129 -0.023 -0.02 -0.64 0.76 0.03
1 0.56 56 0.402 -9.817 1.777 1.770 -3.906 0.580 494.978 1124.867 3989.051 -0.275 0.163 -0.092 -0.02 -0.64 0.76 0.03
1 0.57 57 0.436 -9.773 1.906 1.221 -2.777 0.732 569.929 1199.968 4019.032 -0.307 0.121 -0.219 -0.02 -0.64 0.76 0.03
1 0.58 58 0.488 -9.721 1.719 0.946 -0.214 1.434 674.860 1079.896 4124.113 -0.359 0.069 -0.029 -0.02 -0.64 0.76 0.03
1 0.59 59 0.565 -9.697 1.580 3.082 4.974 1.862 674.860 1079.896 4124.113 -0.435 0.045 0.111 -0.02 -0.64 0.77 0.03
1 0.60 60 0.412 -9.654 1.317 3.357 6.683 2.380 419.876 1079.896 4094.133 -0.283 0.002 0.378 -0.02 -0.64 0.77 0.03
1 0.61 61 0.235 -9.572 1.494 2.380 5.524 2.350 419.876 1079.896 4094.133 -0.108 -0.079 0.204 -0.02 -0.64 0.77 0.03
1 0.62 62 0.263 -9.520 1.441 0.000 2.655 1.099 509.968 1214.958 4049.012 -0.142 -0.131 0.258 -0.02 -0.64 0.77 0.03
1 0.63 63 0.187 -9.706 1.604 -0.397 1.038 0.427 509.968 1214.958 4049.012 -0.065 0.055 0.093 -0.02 -0.64 0.77 0.03
1 0.64 64 0.144 -9.783 1.695 -0.793 -0.336 1.007 509.968 1094.887 3974.061 -0.022 0.132 0.001 -0.02 -0.64 0.77 0.03
1 0.65 65 0.163 -9.769 1.858 0.519 -0.336 1.862 404.886 1214.958 4109.123 -0.042 0.117 -0.163 -0.02 -0.64 0.77 0.03
1 0.66 66 0.168 -9.697 1.815 1.465 -0.427 2.350 404.886 1214.958 4109.123 -0.049 0.046 -0.118 -0.02 -0.64 0.77 0.03
1 0.67 67 0.321 -9.649 1.719 2.350 0.183 3.082 464.847 1154.848 3959.071 -0.205 -0.002 -0.019 -0.02 -0.64 0.77 0.03
1 0.68 68 0.182 -9.491 1.518 2.258 0.275 3.418 464.847 1154.848 3959.071 -0.069 -0.159 0.185 -0.02 -0.64 0.77 0.03
1 0.69 69 0.306 -9.678 1.398 1.953 -0.885 2.106 479.987 1169.988 4004.042 -0.201 0.028 0.310 -0.02 -0.64 0.77 0.03
1 0.70 70 0.268 -9.687 1.379 1.923 -2.258 1.190 479.987 1169.988 4004.042 -0.163 0.038 0.330 -0.02 -0.64 0.77 0.03
1 0.71 71 0.450 -9.668 1.657 1.740 -4.120 0.061 464.847 1199.968 3914.100 -0.344 0.019 0.053 -0.02 -0.64 0.77 0.03
1 0.72 72 0.340 -9.821 1.743 0.732 -5.676 0.061 359.916 1049.916 3989.051 -0.230 0.173 -0.032 -0.02 -0.64 0.77 0.03
1 0.73 73 0.512 -9.927 1.810 0.031 -5.249 -0.183 359.916 1049.916 3989.051 -0.399 0.278 -0.099 -0.02 -0.64 0.77 0.03
1 0.74 74 0.565 -9.989 1.762 0.519 -3.174 0.977 539.948 1079.896 4019.032 -0.447 0.340 -0.051 -0.02 -0.64 0.77 0.03
1 0.75 75 0.766 -9.884 1.944 2.167 -1.526 3.052 539.948 1079.896 4019.032 -0.645 0.235 -0.231 -0.02 -0.64 0.77 0.03
1 0.76 76 0.733 -9.687 1.954 3.143 2.533 5.341 419.876 1079.896 4019.032 -0.613 0.040 -0.232 -0.02 -0.64 0.77 0.03
1 0.77 77 0.809 -9.639 1.743 3.815 5.035 4.669 419.876 1079.896 4019.032 -0.693 -0.006 -0.015 -0.02 -0.64 0.77 0.03
1 0.78 78 0.646 -9.443 1.733 2.472 8.240 4.730 464.847 1004.945 4094.133 -0.534 -0.202 0.000 -0.02 -0.64 0.77 0.03
1 0.79 79 0.541 -9.371 1.446 -0.031 10.468 4.334 449.857 1019.936 4109.123 -0.434 -0.273 0.291 -0.02 -0.64 0.77 0.03
1 0.80 80 0.579 -9.419 1.389 -1.495 10.559 3.632 449.857 1019.936 4109.123 -0.478 -0.226 0.346 -0.02 -0.64 0.77 0.03
1 0.81 81 0.517 -9.390 1.427 -2.747 9.247 0.702 449.857 1214.958 3974.061 -0.419 -0.255 0.304 -0.02 -0.64 0.77 0.03
1 0.82 82 0.292 -9.644 1.599 -2.075 7.385 -1.282 449.857 1214.958 3974.061 -0.196 -0.002 0.125 -0.02 -0.64 0.77 0.04
1 0.83 83 0.283 -9.587 1.595 -0.732 5.798 -2.045 509.968 1019.936 4004.042 -0.185 -0.061 0.125 -0.02 -0.64 0.77 0.04
1 0.84 84 0.120 -9.577 1.848 0.854 4.517 -2.655 419.876 1049.916 4019.032 -0.016 -0.071 -0.132 -0.02 -0.64 0.77 0.04
1 0.85 85 0.125 -9.582 1.801 1.495 4.150 -3.082 569.929 1199.968 4124.113 -0.017 -0.065 -0.081 -0.02 -0.64 0.77 0.04
1 0.86 86 0.086 -9.654 1.738 1.862 3.967 -2.045 599.909 1154.848 4064.002 0.024 0.007 -0.016 -0.02 -0.64 0.77 0.04
1 0.87 87 0.019 -9.582 1.647 0.793 4.150 -0.153 599.909 1154.848 4064.002 0.092 -0.064 0.078 -0.02 -0.64 0.77 0.04
1 0.88 88 0.096 -9.692 1.566 -0.031 2.808 1.648 404.886 1064.906 4079.143 0.013 0.046 0.160 -0.02 -0.64 0.77 0.04
1 0.89 89 -0.038 -9.601 1.633 -1.099 0.671 2.563 404.886 1064.906 4079.143 0.145 -0.045 0.092 -0.02 -0.64 0.77 0.04
1 0.90 90 -0.005 -9.625 1.604 -3.052 -3.113 3.662 554.938 1019.936 4049.012 0.107 -0.022 0.119 -0.03 -0.64 0.77 0.04
1 0.91 91 0.292 -9.793 1.480 -4.181 -6.287 1.678 494.978 1229.949 3914.100 -0.198 0.144 0.231 -0.03 -0.64 0.77 0.04
1 0.92 92 0.378 -10.032 1.441 -2.777 -7.751 1.740 539.948 1004.945 4019.032 -0.284 0.382 0.262 -0.02 -0.64 0.77 0.04
1 0.93 93 0.469 -9.898 1.614 -2.045 -7.599 2.625 539.948 1154.848 4019.032 -0.374 0.246 0.083 -0.02 -0.64 0.76 0.04
1 0.94 94 0.551 -9.864 1.705 -0.519 -6.165 3.571 539.948 1154.848 4019.032 -0.456 0.212 -0.012 -0.02 -0.64 0.76 0.04
1 0.95 95 0.632 -9.764 1.781 -0.275 -4.547 2.991 599.909 1124.867 3989.051 -0.538 0.111 -0.090 -0.02 -0.64 0.76 0.04
1 0.96 96 0.637 -9.635 1.777 -0.671 -2.197 3.326 599.909 1124.867 3989.051 -0.543 -0.018 -0.085 -0.02 -0.64 0.76 0.04
1 0.97 97 0.460 -9.630 1.628 -0.336 -1.373 4.272 509.968 1169.988 4079.143 -0.366 -0.023 0.063 -0.02 -0.64 0.76 0.04
1 0.98 98 0.551 -9.587 1.575 -1.038 0.183 3.387 479.987 989.955 4049.012 -0.461 -0.066 0.114 -0.02 -0.64 0.76 0.04
1 0.99 99 0.469 -9.520 1.465 -0.977 0.122 2.472 479.987 1064.906 3929.090 -0.381 -0.134 0.221 -0.02 -0.64 0.76 0.04
1 1.00 100 0.455 -9.505 1.365 -1.801 0.580 1.892 464.847 1079.896 3989.051 -0.366 -0.149 0.319 -0.02 -0.64 0.76 0.04
1 1.01 101 0.426 -9.505 1.341 -2.075 0.580 0.458 464.847 1079.896 3989.051 -0.338 -0.149 0.339 -0.02 -0.64 0.76 0.04
1 1.02 102 0.335 -9.639 1.422 -2.136 -0.366 0.549 494.978 974.965 4094.133 -0.245 -0.016 0.253 -0.02 -0.64 0.76 0.04
1 1.03 103 0.316 -9.726 1.528 -2.258 -2.899 -0.397 494.978 974.965 4094.133 -0.224 0.069 0.143 -0.02 -0.64 0.76 0.04
1 1.04 104 0.244 -9.711 1.662 -3.143 -5.066 -0.366 419.876 1004.945 3914.100 -0.150 0.054 0.004 -0.02 -0.64 0.76 0.04
1 1.05 105 0.407 -9.821 1.829 -3.052 -6.866 -0.061 509.968 1094.887 4184.074 -0.309 0.163 -0.170 -0.02 -0.64 0.76 0.04
1 1.06 106 0.460 -10.013 1.930 -0.702 -6.958 0.366 554.938 1064.906 4079.143 -0.355 0.354 -0.277 -0.02 -0.64 0.76 0.04
1 1.07 107 0.364 -9.922 1.963 1.312 -4.639 1.740 494.978 1229.949 4094.133 -0.256 0.263 -0.310 -0.02 -0.64 0.76 0.04
1 1.08 108 0.464 -9.970 1.705 3.021 -2.625 2.655 494.978 1229.949 4094.133 -0.357 0.312 -0.047 -0.02 -0.64 0.76 0.03
1 1.09 109 0.374 -9.850 1.571 4.822 -1.190 2.991 329.935 1214.958 4004.042 -0.266 0.193 0.093 -0.02 -0.64 0.76 0.03
1 1.10 110 0.235 -9.620 1.556 4.272 -1.221 4.150 329.935 1214.958 4004.042 -0.130 -0.036 0.114 -0.02 -0.64 0.76 0.03
1 1.11 111 0.129 -9.395 1.322 1.434 -1.526 3.540 599.909 1154.848 4199.064 -0.027 -0.260 0.354 -0.02 -0.64 0.76 0.03
1 1.12 112 0.311 -9.510 1.518 -0.427 -2.899 2.502 494.978 1079.896 4124.113 -0.213 -0.145 0.159 -0.02 -0.64 0.76 0.03
1 1.13 113 0.335 -9.572 1.365 -3.693 -4.822 2.045 599.909 1004.945 4064.002 -0.241 -0.084 0.305 -0.02 -0.64 0.76 0.03
1 1.14 114 0.311 -9.606 1.504 -4.120 -5.341 2.167 539.948 1199.968 3959.071 -0.217 -0.052 0.159 -0.02 -0.64 0.76 0.03
1 1.15 115 0.287 -9.620 1.757 -3.357 -5.402 1.343 539.948 1199.968 3959.071 -0.193 -0.038 -0.102 -0.02 -0.64 0.76 0.03
1 1.16 116 0.441 -9.730 1.801 -2.258 -3.632 2.136 374.906 1094.887 4004.042 -0.346 0.071 -0.149 -0.02 -0.64 0.76 0.03
1 1.17 117 0.278 -9.654 1.767 -1.038 -3.357 2.869 374.906 1094.887 4004.042 -0.183 -0.006 -0.118 -0.02 -0.64 0.76 0.03
1 1.18 118 0.445 -9.764 1.628 0.549 -2.960 2.899 479.987 1214.958 4214.055 -0.353 0.104 0.021 -0.02 -0.64 0.76 0.03
1 1.19 119 0.479 -9.548 1.571 0.916 -2.960 2.594 464.847 1154.848 4124.113 -0.388 -0.111 0.079 -0.02 -0.64 0.76 0.03
1 1.20 120 0.584 -9.615 1.465 0.458 -1.465 2.472 404.886 1064.906 4079.143 -0.495 -0.044 0.186 -0.02 -0.64 0.76 0.03
1 1.21 121 0.460 -9.639 1.384 -0.671 -0.732 1.862 389.896 1049.916 4064.002 -0.370 -0.020 0.267 -0.02 -0.64 0.76 0.03
1 1.22 122 0.460 -9.697 1.374 -0.671 0.916 0.946 389.896 1049.916 4064.002 -0.369 0.037 0.274 -0.02 -0.64 0.76 0.03
1 1.23 123 0.431 -9.687 1.360 -1.373 1.953 0.610 629.890 1139.857 4079.143 -0.339 0.027 0.285 -0.02 -0.64 0.76 0.03
1 1.24 124 0.292 -9.697 1.427 -1.190 0.854 1.068 629.890 1139.857 4079.143 -0.199 0.036 0.214 -0.02 -0.64 0.76 0.03
1 1.25 125 0.302 -9.879 1.585 -1.953 -1.343 -0.336 479.987 1214.958 4184.074 -0.208 0.217 0.052 -0.02 -0.64 0.76 0.03
1 1.26 126 0.283 -9.912 1.461 -0.885 -2.319 -0.458 419.876 1229.949 4064.002 -0.188 0.250 0.173 -0.02 -0.65 0.76 0.03
1 1.27 127 0.488 -9.922 1.413 1.282 -4.028 0.671 509.968 1139.857 4049.012 -0.389 0.259 0.218 -0.02 -0.65 0.76 0.03
1 1.28 128 0.441 -9.797 1.480 2.014 -5.219 2.197 449.857 1094.887 4004.042 -0.339 0.135 0.151 -0.02 -0.65 0.76 0.03
1 1.29 129 0.512 -9.826 1.642 1.831 -5.035 2.655 449.857 1094.887 4004.042 -0.410 0.164 -0.010 -0.02 -0.65 0.76 0.03
1 1.30 130 0.560 -9.620 1.719 0.183 -4.486 2.747 464.847 1229.949 4064.002 -0.458 -0.042 -0.085 -0.02 -0.65 0.76 0.03
1 1.31 131 0.646 -9.663 1.633 -2.167 -3.387 3.113 464.847 1229.949 4064.002 -0.544 0.001 0.001 -0.02 -0.65 0.76 0.03
1 1.32 132 0.536 -9.529 1.638 -4.608 0.427 3.754 389.896 1154.848 3959.071 -0.434 -0.134 -0.007 -0.02 -0.65 0.76 0.03
1 1.33 133 0.632 -9.515 1.480 -4.517 2.411 3.876 419.876 1154.848 4019.032 -0.531 -0.149 0.145 -0.02 -0.65 0.76 0.03
1 1.34 134 0.421 -9.668 1.245 -3.113 4.578 3.296 419.876 1154.848 4019.032 -0.323 0.003 0.373 -0.02 -0.65 0.76 0.03
1 1.35 135 0.350 -9.635 1.346 -0.488 6.714 1.251 554.938 1289.910 4004.042 -0.255 -0.032 0.261 -0.02 -0.65 0.76 0.03
1 1.36 136 0.311 -9.659 1.255 0.641 5.157 0.641 554.938 1289.910 4004.042 -0.217 -0.009 0.350 -0.02 -0.65 0.76 0.03
1 1.37 137 0.201 -9.764 1.580 0.092 2.533 0.488 539.948 1124.867 4019.032 -0.108 0.096 0.023 -0.02 -0.65 0.76 0.03
1 1.38 138 0.215 -9.663 1.494 -0.519 -0.366 -0.610 539.948 1124.867 4019.032 -0.122 -0.004 0.108 -0.02 -0.65 0.76 0.03
1 1.39 139 0.311 -9.893 1.614 -1.770 -3.052 -0.031 389.896 1154.848 4064.002 -0.216 0.225 -0.013 -0.02 -0.65 0.76 0.03
1 1.40 140 0.393 -9.960 1.599 -1.953 -2.655 0.397 494.978 1154.848 4064.002 -0.295 0.292 -0.003 -0.02 -0.65 0.76 0.03
1 1.41 141 0.479 -9.764 1.556 -0.519 -1.099 1.526 494.978 1154.848 4064.002 -0.379 0.095 0.038 -0.02 -0.65 0.76 0.03
1 1.42 142 0.397 -9.706 1.446 1.862 2.075 1.862 494.978 1124.867 4124.113 -0.297 0.037 0.148 -0.02 -0.65 0.76 0.03
1 1.43 143 0.479 -9.668 1.417 1.709 3.265 2.045 494.978 1124.867 4124.113 -0.380 -0.001 0.178 -0.02 -0.65 0.76 0.03
1 1.44 144 0.354 -9.615 1.413 0.061 4.364 2.045 599.909 1079.896 4019.032 -0.256 -0.053 0.185 -0.02 -0.65 0.76 0.03
1 1.45 145 0.369 -9.582 1.307 -1.526 4.578 0.916 599.909 1079.896 4019.032 -0.273 -0.087 0.289 -0.02 -0.65 0.76 0.03
1 1.46 146 0.201 -9.582 1.322 -2.960 3.326 0.458 569.929 1124.867 4064.002 -0.106 -0.087 0.270 -0.02 -0.65 0.76 0.04
1 1.47 147 0.168 -9.673 1.322 -2.777 -0.458 -0.061 554.938 1064.906 4109.123 -0.073 0.002 0.263 -0.02 -0.65 0.76 0.04
1 1.48 148 0.273 -9.740 1.571 -2.350 -4.639 -0.092 554.938 1064.906 4109.123 -0.178 0.068 0.007 -0.02 -0.65 0.76 0.04
1 1.49 149 0.493 -9.831 1.566 -2.045 -7.141 -0.458 509.968 1244.939 4184.074 -0.392 0.158 0.002 -0.02 -0.65 0.76 0.04
1 1.50 150 0.484 -9.917 1.580 -1.526 -6.500 1.068 509.968 1244.939 4184.074 -0.379 0.244 -0.015 -0.02 -0.65 0.76 0.03
1 1.51 151 0.704 -9.783 1.523 -1.465 -3.784 2.075 539.948 1199.968 4094.133 -0.596 0.109 0.040 -0.02 -0.65 0.76 0.03
1 1.52 152 0.579 -9.596 1.542 -1.801 -1.129 3.113 539.948 1199.968 4094.133 -0.471 -0.078 0.018 -0.02 -0.65 0.76 0.03
1 1.53 153 0.694 -9.663 1.480 -2.014 1.556 3.967 494.978 1154.848 3989.051 -0.587 -0.012 0.078 -0.02 -0.65 0.76 0.03
1 1.54 154 0.709 -9.663 1.499 -1.312 5.615 3.326 539.948 1124.867 4094.133 -0.603 -0.012 0.055 -0.02 -0.65 0.76 0.03
1 1.55 155 0.479 -9.735 1.480 -0.732 6.287 2.838 539.948 1124.867 4094.133 -0.376 0.059 0.072 -0.02 -0.65 0.76 0.04
1 1.56 156 0.484 -9.577 1.499 -0.549 6.134 1.129 584.919 1244.939 4049.012 -0.384 -0.099 0.050 -0.02 -0.65 0.76 0.04
1 1.57 157 0.455 -9.754 1.508 0.031 5.402 0.702 584.919 1244.939 4049.012 -0.356 0.078 0.040 -0.02 -0.65 0.76 0.04
1 1.58 158 0.364 -9.841 1.470 0.702 5.829 -1.160 479.987 1094.887 4079.143 -0.262 0.164 0.078 -0.02 -0.65 0.76 0.04
1 1.59 159 0.249 -9.874 1.413 0.946 4.913 -1.251 479.987 1094.887 4079.143 -0.145 0.198 0.136 -0.02 -0.65 0.76 0.04
1 1.60 160 0.148 -9.874 1.470 2.075 3.815 -0.977 374.906 1214.958 4049.012 -0.043 0.198 0.079 -0.02 -0.65 0.76 0.04
1 1.61 161 0.014 -9.908 1.580 0.458 -0.580 0.336 509.968 1169.988 3974.061 0.092 0.232 -0.029 -0.02 -0.65 0.76 0.04
1 1.62 162 0.096 -9.740 1.614 -1.465 -2.319 1.862 509.968 1169.988 3974.061 0.010 0.064 -0.061 -0.02 -0.65 0.76 0.04
1 1.63 163 0.211 -9.797 1.695 -2.258 -3.540 2.563 419.876 1304.900 4064.002 -0.107 0.121 -0.145 -0.02 -0.65 0.76 0.04
1 1.64 164 0.259 -9.620 1.595 -2.136 -3.906 3.845 464.847 1124.867 4064.002 -0.161 -0.057 -0.050 -0.02 -0.65 0.76 0.04
1 1.65 165 0.603 -9.630 1.456 -2.014 -3.052 4.120 539.948 1199.968 4169.084 -0.510 -0.048 0.086 -0.02 -0.65 0.76 0.04
1 1.66 166 0.455 -9.587 1.360 -0.549 -1.617 4.456 539.948 1199.968 4169.084 -0.364 -0.091 0.179 -0.02 -0.65 0.76 0.04
1 1.67 167 0.450 -9.663 1.350 0.244 -0.153 3.815 599.909 1229.949 4064.002 -0.362 -0.015 0.187 -0.02 -0.65 0.76 0.04
1 1.68 168 0.407 -9.687 1.389 1.648 0.519 2.289 494.978 1154.848 3989.051 -0.322 0.009 0.149 -0.02 -0.65 0.76 0.04
1 1.69 169 0.445 -9.711 1.408 0.916 -0.336 1.923 494.978 1154.848 3989.051 -0.361 0.033 0.130 -0.02 -0.65 0.76 0.04
1 1.70 170 0.479 -9.802 1.513 1.465 -0.793 0.214 554.938 1019.936 4109.123 -0.394 0.124 0.026 -0.03 -0.65 0.76 0.04
1 1.71 171 0.618 -9.879 1.556 1.862 -1.862 -0.336 509.968 1214.958 4259.025 -0.529 0.201 -0.013 -0.02 -0.65 0.76 0.04
1 1.72 172 0.527 -9.960 1.710 2.930 -1.923 -0.458 509.968 1139.857 4184.074 -0.433 0.283 -0.164 -0.02 -0.65 0.76 0.04
