COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 -0.105 -9.204 3.903 -1.678 -2.991 0.732 -123.370 2083.343 -3644.726 0.014 0.097 -0.283 -0.02 0.56 -0.83 0.04
1 0.01 1 -0.125 -9.108 3.783 -1.495 -3.204 0.641 -123.370 2083.343 -3644.726 0.034 0.001 -0.164 -0.02 0.56 -0.83 0.04
1 0.02 2 -0.086 -9.151 3.821 -1.892 -3.357 1.099 -288.562 2217.805 -3687.748 -0.004 0.044 -0.203 -0.02 0.56 -0.83 0.04
1 0.03 3 -0.043 -9.146 3.903 -2.350 -2.808 1.465 -228.451 2202.815 -3672.757 -0.047 0.038 -0.286 -0.02 0.56 -0.83 0.04
1 0.04 4 0.010 -9.141 3.812 -1.831 -2.716 1.801 -228.451 2202.815 -3672.757 -0.101 0.033 -0.197 -0.02 0.56 -0.83 0.04
1 0.05 5 -0.034 -9.208 3.860 -2.014 -3.448 2.655 -108.529 2097.733 -3687.748 -0.059 0.100 -0.246 -0.02 0.56 -0.83 0.04
1 0.06 6 0.067 -9.165 3.783 -1.740 -2.625 2.350 -153.500 2157.844 -3777.839 -0.162 0.055 -0.172 -0.02 0.56 -0.83 0.04
1 0.07 7 0.038 -9.117 3.898 -1.678 -2.960 2.655 -123.520 2277.766 -3822.810 -0.135 0.007 -0.288 -0.02 0.56 -0.83 0.05
1 0.08 8 0.053 -9.094 3.855 -1.831 -2.747 2.075 -123.520 2277.766 -3822.810 -0.150 -0.017 -0.245 -0.02 0.56 -0.83 0.05
1 0.09 9 0.000 -9.161 3.783 -2.350 -3.113 2.106 -153.500 2127.714 -3822.810 -0.098 0.050 -0.174 -0.02 0.56 -0.83 0.05
1 0.10 10 -0.081 -9.204 3.797 -2.045 -2.808 2.686 -198.471 2127.714 -3777.839 -0.017 0.092 -0.190 -0.02 0.56 -0.83 0.05
1 0.11 11 -0.081 -9.074 3.888 -2.930 -3.448 2.228 -198.471 2127.714 -3777.839 -0.019 -0.038 -0.283 -0.02 0.56 -0.83 0.05
1 0.12 12 -0.220 -9.113 3.903 -2.533 -3.906 1.617 -198.471 2127.714 -3747.708 0.118 -0.001 -0.300 -0.02 0.56 -0.83 0.05
1 0.13 13 -0.196 -9.103 3.979 -2.197 -3.571 1.831 -138.510 2172.834 -3612.796 0.094 -0.012 -0.380 -0.03 0.56 -0.83 0.05
1 0.14 14 -0.005 -9.146 3.821 -2.136 -3.937 1.465 -48.568 2202.815 -3777.839 -0.098 0.031 -0.224 -0.03 0.56 -0.83 0.05
1 0.15 15 -0.153 -9.242 3.831 -2.960 -3.754 2.441 -48.568 2202.815 -3777.839 0.050 0.126 -0.235 -0.03 0.56 -0.83 0.05
1 0.16 16 -0.148 -9.218 3.735 -1.892 -3.906 2.441 -303.552 2232.795 -3747.708 0.044 0.101 -0.142 -0.03 0.56 -0.83 0.05
1 0.17 17 -0.048 -9.208 3.888 -2.411 -3.876 1.984 -63.559 2172.834 -3867.780 -0.058 0.091 -0.297 -0.03 0.56 -0.83 0.05
1 0.18 18 0.072 -9.055 3.730 -2.350 -3.113 2.319 -63.559 2172.834 -3867.780 -0.177 -0.063 -0.141 -0.03 0.56 -0.83 0.05
1 0.19 19 0.072 -9.089 3.721 -2.716 -3.387 2.563 -228.451 2007.792 -3702.738 -0.178 -0.030 -0.133 -0.03 0.56 -0.83 0.05
1 0.20 20 0.148 -9.046 3.812 -3.082 -2.747 2.136 -198.471 2202.815 -3702.738 -0.255 -0.075 -0.229 -0.03 0.56 -0.82 0.05
1 0.21 21 0.062 -9.070 3.764 -2.747 -2.899 2.014 -198.471 2277.766 -3642.777 -0.169 -0.052 -0.184 -0.03 0.56 -0.82 0.05
1 0.22 22 0.019 -9.161 3.788 -1.984 -2.533 1.740 -198.471 2277.766 -3642.777 -0.125 0.038 -0.210 -0.03 0.56 -0.82 0.05
1 0.23 23 0.038 -9.194 3.845 -1.862 -2.625 1.556 -273.572 2127.714 -3822.810 -0.144 0.071 -0.269 -0.03 0.56 -0.82 0.05
1 0.24 24 0.010 -9.127 3.797 -2.441 -2.411 2.136 -213.461 2142.704 -3837.800 -0.115 0.003 -0.222 -0.03 0.56 -0.82 0.05
1 0.25 25 -0.034 -9.280 3.773 -2.472 -1.862 1.465 -213.461 2142.704 -3837.800 -0.072 0.156 -0.200 -0.03 0.56 -0.82 0.05
1 0.26 26 0.101 -9.184 3.668 -1.892 -1.740 1.343 -198.471 2052.763 -3822.810 -0.207 0.059 -0.097 -0.03 0.56 -0.82 0.05
