COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.359 -9.745 1.604 -0.671 -0.702 1.556 -494.978 -359.916 -2954.875 -0.097 0.083 0.016 -0.05 0.64 -0.76 0.04
1 0.01 1 0.259 -9.797 1.647 1.160 -0.305 1.556 -374.906 -359.916 -3059.957 0.004 0.136 -0.026 -0.05 0.64 -0.76 0.04
1 0.02 2 0.235 -9.735 1.604 1.099 -0.885 0.854 -359.916 -449.857 -2969.865 0.028 0.074 0.021 -0.05 0.64 -0.76 0.04
1 0.03 3 0.364 -9.759 1.719 1.617 -0.793 0.641 -389.896 -374.906 -2894.914 -0.101 0.099 -0.090 -0.05 0.64 -0.76 0.04
1 0.04 4 0.263 -9.697 1.575 1.465 -1.373 0.885 -389.896 -374.906 -2894.914 0.001 0.037 0.057 -0.05 0.64 -0.76 0.04
1 0.05 5 0.292 -9.663 1.647 0.824 -1.007 0.092 -359.916 -329.935 -2864.934 -0.027 0.005 -0.011 -0.05 0.64 -0.76 0.04
1 0.06 6 0.278 -9.639 1.619 -0.519 -0.763 0.702 -329.935 -329.935 -3014.986 -0.011 -0.019 0.021 -0.05 0.64 -0.76 0.04
1 0.07 7 0.369 -9.687 1.604 -1.312 -0.702 0.061 -329.935 -329.935 -3014.986 -0.101 0.029 0.036 -0.05 0.64 -0.76 0.04
1 0.08 8 0.292 -9.735 1.518 -1.617 -0.671 1.221 -284.964 -329.935 -2969.865 -0.024 0.077 0.122 -0.05 0.64 -0.76 0.04
1 0.09 9 0.192 -9.797 1.690 -1.984 -0.305 0.427 -374.906 -359.916 -2849.943 0.077 0.139 -0.051 -0.05 0.64 -0.76 0.04
1 0.10 10 0.259 -9.841 1.623 -2.228 -0.366 1.160 -284.964 -524.958 -2819.963 0.009 0.182 0.016 -0.05 0.64 -0.76 0.04
1 0.11 11 0.144 -9.788 1.561 -2.655 -0.610 1.373 -284.964 -524.958 -2819.963 0.123 0.129 0.077 -0.05 0.64 -0.76 0.04
1 0.12 12 0.254 -9.721 1.628 -2.380 -0.336 1.007 -569.929 -389.896 -2774.992 0.013 0.062 0.009 -0.05 0.64 -0.76 0.04
1 0.13 13 0.345 -9.735 1.604 -1.709 -0.854 1.434 -449.857 -389.896 -2849.943 -0.079 0.077 0.033 -0.05 0.64 -0.76 0.04
1 0.14 14 0.249 -9.735 1.599 -0.763 -0.610 1.526 -449.857 -389.896 -2849.943 0.018 0.077 0.038 -0.05 0.64 -0.76 0.04
1 0.15 15 0.273 -9.750 1.676 -0.458 -0.427 1.373 -389.896 -419.876 -3044.966 -0.006 0.091 -0.039 -0.05 0.64 -0.76 0.04
1 0.16 16 0.259 -9.797 1.585 -0.397 -0.946 0.702 -374.906 -389.896 -2984.855 0.008 0.139 0.052 -0.05 0.64 -0.76 0.04
1 0.17 17 0.283 -9.750 1.561 0.275 -0.885 0.732 -389.896 -374.906 -2819.963 -0.016 0.091 0.076 -0.05 0.64 -0.76 0.04
1 0.18 18 0.321 -9.721 1.523 0.061 -0.732 0.336 -389.896 -374.906 -2819.963 -0.054 0.062 0.115 -0.05 0.64 -0.76 0.04
1 0.19 19 0.211 -9.682 1.681 0.549 -1.038 0.671 -284.964 -299.955 -3074.947 0.058 0.024 -0.041 -0.05 0.64 -0.76 0.04
1 0.20 20 0.369 -9.654 1.647 -0.244 -0.641 0.397 -299.955 -389.896 -2954.875 -0.101 -0.004 -0.006 -0.05 0.64 -0.76 0.04
1 0.21 21 0.263 -9.745 1.561 -1.282 0.092 0.671 -299.955 -389.896 -2954.875 0.005 0.087 0.080 -0.05 0.64 -0.76 0.04
