COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.862 -8.959 4.214 -0.671 -0.031 1.587 -779.942 -1349.871 -3854.889 -0.011 0.107 -0.098 -0.09 0.53 -0.84 0.05
1 0.01 1 0.828 -8.892 4.147 -0.854 -0.336 0.977 -824.913 -1349.871 -3824.908 0.022 0.039 -0.031 -0.09 0.53 -0.84 0.05
1 0.02 2 0.761 -8.974 4.133 -0.397 -0.183 1.038 -824.913 -1379.851 -3794.928 0.089 0.121 -0.017 -0.09 0.53 -0.84 0.05
1 0.03 3 0.814 -8.969 4.171 0.092 -0.458 1.373 -749.961 -1379.851 -3824.908 0.036 0.116 -0.055 -0.09 0.53 -0.84 0.05
1 0.04 4 0.848 -8.988 4.166 -0.427 -0.824 1.099 -764.952 -1289.910 -3764.947 0.002 0.135 -0.051 -0.09 0.53 -0.84 0.05
1 0.05 5 0.838 -8.950 4.094 -0.305 -0.854 1.282 -764.952 -1289.910 -3764.947 0.012 0.097 0.021 -0.09 0.53 -0.84 0.05
1 0.06 6 0.862 -8.907 4.238 -1.068 -0.824 1.465 -824.913 -1349.871 -3899.859 -0.013 0.053 -0.123 -0.09 0.53 -0.84 0.05
1 0.07 7 0.881 -8.964 4.195 -1.068 -0.946 1.221 -824.913 -1349.871 -3899.859 -0.032 0.111 -0.080 -0.09 0.53 -0.84 0.05
1 0.08 8 0.939 -8.931 4.195 -1.282 -0.519 0.854 -839.903 -1289.910 -3809.918 -0.089 0.077 -0.079 -0.09 0.53 -0.84 0.05
1 0.09 9 0.771 -8.945 4.137 -2.014 -0.763 0.885 -779.942 -1304.900 -3824.908 0.079 0.092 -0.021 -0.09 0.53 -0.84 0.05
1 0.10 10 0.848 -8.883 4.209 -1.404 -0.610 0.885 -824.913 -1274.919 -3899.859 0.002 0.030 -0.094 -0.09 0.53 -0.84 0.05
1 0.11 11 0.953 -8.998 4.080 -1.648 -0.549 1.282 -734.971 -1409.981 -3839.898 -0.103 0.145 0.036 -0.09 0.53 -0.84 0.05
1 0.12 12 0.828 -8.950 4.018 -0.946 -0.916 1.465 -734.971 -1409.981 -3839.898 0.022 0.097 0.098 -0.09 0.53 -0.84 0.05
1 0.13 13 0.929 -8.840 4.190 -0.946 -1.251 0.702 -824.913 -1469.942 -3854.889 -0.079 -0.014 -0.075 -0.09 0.53 -0.84 0.05
1 0.14 14 0.910 -8.950 4.142 -0.305 -0.732 0.580 -824.913 -1469.942 -3854.889 -0.059 0.097 -0.027 -0.09 0.53 -0.84 0.05
1 0.15 15 0.895 -8.955 4.061 -0.702 -1.099 0.946 -779.942 -1304.900 -3854.889 -0.045 0.102 0.055 -0.09 0.53 -0.84 0.05
1 0.16 16 0.972 -8.988 4.247 -0.549 -0.031 0.885 -794.932 -1439.962 -3915.000 -0.121 0.135 -0.133 -0.09 0.53 -0.84 0.05
1 0.17 17 0.972 -8.959 4.243 -1.038 -0.061 0.946 -674.860 -1469.942 -3974.960 -0.121 0.106 -0.128 -0.09 0.53 -0.84 0.05
1 0.18 18 0.838 -9.036 4.315 -0.549 0.305 1.099 -794.932 -1514.913 -3734.967 0.015 0.183 -0.199 -0.09 0.53 -0.84 0.05
1 0.19 19 0.919 -8.868 4.214 -0.977 0.519 1.251 -794.932 -1514.913 -3734.967 -0.067 0.016 -0.098 -0.09 0.53 -0.84 0.05
1 0.20 20 0.958 -8.964 4.089 -1.251 -0.031 1.678 -839.903 -1334.880 -3809.918 -0.105 0.112 0.027 -0.09 0.53 -0.84 0.05
1 0.21 21 0.814 -9.017 4.252 -0.977 0.153 1.251 -839.903 -1334.880 -3809.918 0.038 0.164 -0.136 -0.09 0.53 -0.84 0.05
1 0.22 22 0.881 -8.955 4.137 -0.519 -0.275 1.038 -794.932 -1364.861 -3809.918 -0.029 0.102 -0.021 -0.09 0.53 -0.84 0.05
1 0.23 23 0.910 -8.931 4.190 -0.549 -0.580 0.885 -839.903 -1259.929 -3839.898 -0.059 0.078 -0.074 -0.09 0.53 -0.84 0.05
1 0.24 24 0.814 -8.868 4.109 -0.549 -0.916 1.007 -764.952 -1439.962 -3809.918 0.037 0.015 0.007 -0.09 0.53 -0.84 0.05
1 0.25 25 0.982 -9.094 4.281 0.244 -1.007 0.977 -824.913 -1349.871 -3854.889 -0.131 0.241 -0.165 -0.09 0.53 -0.84 0.05
1 0.26 26 1.015 -8.864 4.176 -1.038 -1.556 1.068 -824.913 -1349.871 -3854.889 -0.164 0.011 -0.059 -0.09 0.53 -0.84 0.05
1 0.27 27 0.958 -8.988 4.195 -0.549 -1.007 0.153 -734.971 -1364.861 -3704.986 -0.106 0.136 -0.078 -0.09 0.53 -0.84 0.05
1 0.28 28 0.910 -8.964 4.195 -0.946 -0.641 0.946 -734.971 -1364.861 -3704.986 -0.058 0.112 -0.078 -0.09 0.53 -0.84 0.05
1 0.29 29 0.886 -8.931 4.233 -0.793 -0.793 1.282 -854.893 -1469.942 -3794.928 -0.034 0.078 -0.116 -0.09 0.53 -0.84 0.05
1 0.30 30 0.953 -8.792 4.214 -1.587 -0.549 1.251 -824.913 -1379.851 -3854.889 -0.101 -0.060 -0.096 -0.09 0.53 -0.84 0.05
1 0.31 31 0.967 -8.969 4.166 -1.007 -0.183 0.366 -839.903 -1334.880 -3839.898 -0.115 0.117 -0.048 -0.09 0.53 -0.84 0.05
1 0.32 32 0.910 -8.907 4.094 -0.946 -0.427 0.580 -839.903 -1259.929 -3764.947 -0.057 0.055 0.024 -0.09 0.53 -0.84 0.05
1 0.33 33 0.804 -8.964 4.156 -1.160 -0.336 0.885 -839.903 -1259.929 -3764.947 0.049 0.112 -0.038 -0.09 0.53 -0.84 0.05
1 0.34 34 0.886 -8.950 4.142 -0.549 -0.549 0.702 -749.961 -1304.900 -3854.889 -0.033 0.098 -0.024 -0.09 0.53 -0.84 0.05
1 0.35 35 0.833 -8.969 4.247 -0.580 -0.519 0.854 -749.961 -1304.900 -3854.889 0.020 0.117 -0.130 -0.09 0.53 -0.84 0.05
1 0.36 36 0.915 -8.892 4.214 -0.641 -0.671 0.671 -779.942 -1424.972 -3719.977 -0.061 0.041 -0.096 -0.09 0.53 -0.84 0.05
1 0.37 37 0.895 -8.945 4.133 -0.488 0.214 0.671 -764.952 -1289.910 -3659.866 -0.042 0.094 -0.014 -0.09 0.53 -0.84 0.05
1 0.38 38 0.800 -8.964 4.319 -1.129 -0.519 0.763 -690.000 -1289.910 -3884.869 0.055 0.113 -0.200 -0.09 0.53 -0.84 0.05
1 0.39 39 0.833 -9.103 4.142 -0.977 -0.519 1.038 -734.971 -1559.884 -3809.918 0.021 0.252 -0.022 -0.09 0.53 -0.84 0.05
1 0.40 40 0.833 -8.926 4.161 0.061 -0.977 0.793 -734.971 -1559.884 -3809.918 0.021 0.075 -0.042 -0.09 0.53 -0.84 0.05
1 0.41 41 0.814 -8.950 4.152 0.275 -0.702 0.793 -794.932 -1409.981 -3734.967 0.040 0.099 -0.033 -0.09 0.53 -0.84 0.05
1 0.42 42 0.862 -8.935 4.367 0.610 -0.854 1.282 -794.932 -1409.981 -3734.967 -0.008 0.085 -0.247 -0.09 0.53 -0.84 0.05
1 0.43 43 0.824 -8.830 4.228 -0.427 -1.190 1.038 -764.952 -1334.880 -3884.869 0.029 -0.020 -0.106 -0.09 0.53 -0.84 0.05
1 0.44 44 0.838 -8.955 4.176 -0.854 -1.190 1.404 -929.994 -1574.874 -3794.928 0.015 0.105 -0.053 -0.09 0.53 -0.84 0.05
1 0.45 45 0.881 -9.026 4.209 -1.038 -0.366 1.678 -929.994 -1574.874 -3794.928 -0.028 0.177 -0.086 -0.09 0.53 -0.84 0.05
1 0.46 46 0.876 -8.940 4.267 -1.862 -0.916 0.458 -779.942 -1424.972 -3749.957 -0.024 0.091 -0.144 -0.09 0.53 -0.84 0.05
1 0.47 47 0.852 -8.864 4.262 -1.923 -0.702 1.038 -779.942 -1424.972 -3749.957 0.000 0.014 -0.139 -0.09 0.53 -0.84 0.05
1 0.48 48 0.800 -8.883 4.233 -1.648 -0.458 0.702 -794.932 -1334.880 -3809.918 0.053 0.033 -0.110 -0.09 0.53 -0.84 0.05
1 0.49 49 0.838 -8.974 4.190 -1.648 -1.099 1.251 -794.932 -1334.880 -3809.918 0.014 0.125 -0.066 -0.09 0.53 -0.84 0.05
1 0.50 50 0.781 -8.926 4.046 -1.251 -0.397 1.099 -824.913 -1349.871 -3794.928 0.071 0.077 0.077 -0.09 0.53 -0.84 0.05
1 0.51 51 0.833 -8.964 4.137 -0.916 -1.312 0.427 -779.942 -1304.900 -3854.889 0.019 0.115 -0.013 -0.09 0.53 -0.84 0.05
1 0.52 52 0.824 -8.988 4.276 -0.549 -1.556 0.641 -779.942 -1304.900 -3854.889 0.028 0.139 -0.152 -0.09 0.53 -0.84 0.05
1 0.53 53 0.848 -8.993 4.200 -0.549 -1.617 0.427 -929.994 -1424.972 -3674.856 0.004 0.144 -0.076 -0.09 0.53 -0.84 0.05
1 0.54 54 0.819 -9.055 4.348 -0.519 -1.526 0.580 -929.994 -1424.972 -3674.856 0.033 0.206 -0.224 -0.09 0.53 -0.84 0.05
1 0.55 55 0.872 -9.003 4.343 -1.129 -1.801 0.824 -749.961 -1424.972 -3794.928 -0.019 0.154 -0.218 -0.09 0.53 -0.84 0.05
1 0.56 56 0.905 -9.060 4.291 -0.793 -1.495 0.885 -749.961 -1424.972 -3794.928 -0.053 0.212 -0.165 -0.09 0.53 -0.84 0.05
1 0.57 57 0.991 -9.026 4.257 -1.099 -0.885 1.648 -690.000 -1409.981 -3839.898 -0.139 0.178 -0.131 -0.09 0.53 -0.84 0.05
1 0.58 58 0.852 -8.969 4.166 -1.617 -0.336 1.587 -794.932 -1259.929 -3809.918 0.000 0.121 -0.040 -0.09 0.53 -0.84 0.05
1 0.59 59 0.857 -8.888 4.224 -1.251 -0.244 1.648 -794.932 -1259.929 -3809.918 -0.005 0.040 -0.097 -0.09 0.53 -0.84 0.05
1 0.60 60 0.915 -8.979 4.166 -2.014 -0.488 1.526 -899.864 -1544.894 -3824.908 -0.062 0.131 -0.039 -0.09 0.53 -0.84 0.05
1 0.61 61 0.685 -8.859 4.156 -1.617 -0.671 1.465 -899.864 -1544.894 -3824.908 0.168 0.011 -0.030 -0.09 0.53 -0.84 0.05
1 0.62 62 0.867 -8.945 4.209 -1.862 -0.458 1.587 -794.932 -1364.861 -3839.898 -0.015 0.097 -0.083 -0.09 0.53 -0.84 0.05
1 0.63 63 0.843 -8.921 4.142 -1.190 -0.946 1.801 -794.932 -1364.861 -3839.898 0.008 0.073 -0.015 -0.09 0.53 -0.84 0.05
1 0.64 64 0.733 -8.864 4.200 -0.732 -1.038 1.312 -674.860 -1424.972 -3794.928 0.119 0.016 -0.073 -0.09 0.53 -0.84 0.05
1 0.65 65 0.776 -8.959 4.257 -0.122 -1.312 0.824 -674.860 -1304.900 -3794.928 0.075 0.112 -0.130 -0.09 0.53 -0.84 0.05
1 0.66 66 0.824 -8.854 4.233 -0.153 -1.617 1.465 -674.860 -1304.900 -3794.928 0.026 0.006 -0.106 -0.09 0.53 -0.84 0.05
1 0.67 67 0.728 -9.046 4.180 -0.488 -1.740 0.488 -779.942 -1424.972 -3719.977 0.121 0.198 -0.053 -0.09 0.53 -0.84 0.05
1 0.68 68 0.828 -8.945 4.224 -0.916 -1.129 1.282 -764.952 -1409.981 -3734.967 0.021 0.098 -0.095 -0.09 0.53 -0.84 0.05
