COL1	TIME	ACC_X	ACC_Y	ACC_Z	GYR_X	GYR_Y	GYR_Z	MAG_X	MAG_Y	MAG_Z	LACC_X	LACC_Y	LACC_Z	QUAT_X	QUAT_Y	QUAT_Z	QUAT_W
1 0.00 0 0.177 -9.864 1.317 -4.089 1.434 2.808 -659.870 -299.955 -3074.947 0.381 0.160 -0.074 -0.1 0.65 -0.75 0.07
1 0.01 1 0.010 -9.888 1.307 -5.707 1.984 3.448 -659.870 -299.955 -3074.947 0.544 0.183 -0.068 -0.1 0.65 -0.75 0.07
1 0.02 2 0.172 -10.204 1.298 -5.096 0.000 5.096 -734.971 -449.857 -3014.986 0.365 0.496 -0.073 -0.1 0.65 -0.75 0.07
1 0.03 3 0.646 -10.075 1.432 -0.488 -0.122 5.524 -734.971 -449.857 -3014.986 -0.119 0.366 -0.211 -0.1 0.65 -0.75 0.07
1 0.04 4 0.848 -9.955 1.346 0.031 0.824 6.226 -854.893 -239.994 -3134.908 -0.328 0.246 -0.123 -0.1 0.65 -0.75 0.07
1 0.05 5 0.565 -9.778 1.231 -1.404 2.228 6.683 -854.893 -239.994 -3134.908 -0.052 0.069 -0.006 -0.1 0.65 -0.75 0.08
1 0.06 6 0.570 -9.864 1.288 -2.075 2.441 7.385 -659.870 -374.906 -3014.986 -0.065 0.154 -0.064 -0.1 0.65 -0.75 0.08
1 0.07 7 0.584 -9.611 1.279 0.641 1.221 8.850 -824.913 -209.863 -2984.855 -0.089 -0.100 -0.055 -0.1 0.65 -0.75 0.08
1 0.08 8 0.417 -9.682 1.475 0.153 2.472 9.125 -824.913 -209.863 -2984.855 0.066 -0.029 -0.249 -0.1 0.65 -0.75 0.08
1 0.09 9 0.311 -9.735 1.346 -2.411 3.937 9.186 -690.000 -299.955 -2939.885 0.146 0.023 -0.116 -0.1 0.65 -0.75 0.08
1 0.10 10 0.450 -9.730 1.322 -3.967 3.204 10.590 -690.000 -299.955 -2939.885 -0.008 0.018 -0.094 -0.1 0.65 -0.75 0.08
1 0.11 11 0.421 -9.860 1.427 -3.876 2.594 10.498 -599.909 -284.964 -2804.973 0.005 0.146 -0.203 -0.1 0.65 -0.75 0.08
1 0.12 12 0.345 -10.013 1.518 -1.099 1.373 10.284 -599.909 -284.964 -2804.973 0.067 0.298 -0.297 -0.1 0.65 -0.75 0.08
1 0.13 13 0.474 -9.941 1.221 -1.251 -0.641 6.439 -854.893 -314.945 -2879.924 -0.075 0.226 0.002 -0.1 0.65 -0.75 0.08
1 0.14 14 0.685 -10.013 1.331 -2.380 -1.343 1.923 -690.000 -254.984 -3014.986 -0.293 0.297 -0.109 -0.1 0.65 -0.75 0.08
1 0.15 15 0.785 -9.821 1.360 -0.549 -2.411 0.031 -690.000 -254.984 -3014.986 -0.394 0.106 -0.139 -0.1 0.65 -0.75 0.08
1 0.16 16 0.742 -9.706 1.293 -2.258 -2.563 -1.068 -690.000 -329.935 -2969.865 -0.343 -0.009 -0.072 -0.1 0.65 -0.75 0.08
